x,y,labels_1,graphic_labels
1379.0245842579666,1786.0474420150085,1,20.0
1392.2002233713545,1802.8162141753487,1,20.0
1394.9900062395188,1779.4202873533152,1,20.0
1390.820407773385,1795.4457645402026,1,20.0
1380.7903659180133,1785.0639102884466,1,20.0
1367.16440204666,1807.848496988128,1,20.0
1362.075266606731,1772.5437916591816,1,20.0
1414.153322928156,1793.528042172102,1,0.0
1384.325445981314,1791.8337460343446,1,20.0
1390.3568152127045,1790.3496450421374,1,20.0
1405.8426871726983,1788.612677764027,1,20.0
1387.9729841953247,1791.1330232676282,1,20.0
2198.7732406014734,2965.224598631258,2,5.0
2200.6247882205107,2969.5705638787163,2,5.0
2189.6523204543755,2984.339279040203,2,5.0
2203.866139329941,3004.522138444577,2,5.0
2201.780008701278,2977.6033069603186,2,5.0
2205.714534538476,2980.562906967677,2,5.0
2194.4038570783787,2960.2416076319582,2,5.0
2196.2592281279403,2982.524322620897,2,5.0
2192.303620819841,2974.416156443798,2,5.0
2203.752287104779,2988.2843954528016,2,5.0
2206.230898846777,2975.875428944377,2,5.0
2177.2610049260943,2982.6479869661657,2,5.0
3360.5313120301453,2458.5083772616904,3,0.0
3366.6267951527284,2437.8024074054674,3,39.0
3376.991149754321,2450.428652007637,3,39.0
3369.0362024630717,2446.932135083437,3,39.0
3368.6328725514945,2463.061363798208,3,39.0
3374.1211933739946,2432.079257303036,3,0.0
3382.850915010282,2454.045441668021,3,39.0
3381.658454589418,2454.4982723526946,3,39.0
3372.420301327637,2445.330648313011,3,39.0
3370.364467749266,2433.197104068301,3,39.0
3377.484114309553,2440.402825575034,3,39.0
3376.253624652759,2450.2588129071955,3,39.0
940.4228164092004,3510.654419380871,4,18.0
916.428170234384,3536.308597932385,4,18.0
918.9966029767917,3513.4031934070254,4,18.0
927.8334341690312,3509.7180788699065,4,18.0
915.5631297604212,3521.745775577653,4,18.0
937.516475729705,3530.5066881915413,4,18.0
917.3150714959157,3496.8475721448,4,18.0
910.1886493152008,3507.083602344411,4,18.0
919.5757645665093,3513.924993055981,4,18.0
897.588958995259,3534.275142974462,4,18.0
918.0201066678693,3514.4081915508245,4,18.0
941.2177622444444,3513.3777816721995,4,18.0
3320.6506502015504,335.98367728606627,5,27.0
3299.2670444779574,355.9233178176502,5,27.0
3304.8072030067924,323.84927586734125,5,27.0
3295.8074528413285,346.34017376167327,5,27.0
3291.3453606153166,352.6897935676065,5,27.0
3294.282785886668,376.4339180959704,5,0.0
3296.457060052728,370.32746523852217,5,27.0
3275.8216466115728,334.55050689218393,5,27.0
3287.3458025620957,324.339918888702,5,27.0
3276.332322793675,344.0892100464687,5,27.0
3306.033914236387,347.08203822794167,5,27.0
3307.0459666294873,351.38386163587137,5,27.0
944.4242709121044,2636.9205532747897,6,13.0
928.6242810965198,2654.4966164190632,6,13.0
929.3470979481727,2651.57500790844,6,13.0
939.0577681137332,2654.3270969829746,6,13.0
927.7417780887426,2652.4614656679564,6,13.0
935.3910256278217,2621.250594878956,6,13.0
943.0779461821776,2647.557364024337,6,13.0
941.0450278173956,2650.7181830821137,6,13.0
927.0908098497023,2649.473360892226,6,13.0
937.1772590642835,2651.9496601596265,6,13.0
944.0751268216247,2664.438954920217,6,13.0
945.9198008604244,2664.3821566158967,6,13.0
