x,y,labels_1,graphic_labels
1006.3510410092017,2282.0686168283005,1,5.0
996.1639280053884,2277.7109539130565,1,5.0
1001.8836342933078,2282.606157318989,1,5.0
994.5221251652221,2280.1729757932344,1,5.0
1024.0735035623254,2282.980379546648,1,0.0
1002.7827272596273,2286.7456066892028,1,5.0
1003.1435750675093,2282.2575192465165,1,5.0
1008.8745823271615,2277.1238491767795,1,5.0
1022.2036607303313,2278.8178966013,1,5.0
1000.5859658776527,2296.941377804296,1,5.0
992.6715995266943,2282.575892806577,1,5.0
992.6436989892137,2286.603471212981,1,5.0
1004.0136370453254,2284.517325680708,1,5.0
1023.838301969121,2298.9070092914826,1,0.0
1004.4663042670596,2283.615603909359,1,5.0
1007.9972250745618,2284.8259881018303,1,5.0
994.2397801614472,2280.473125355657,1,5.0
982.0967294461177,2281.955490623422,1,0.0
1001.4558236809723,2270.750445300674,1,5.0
991.8239943545179,2284.0924461710847,1,5.0
1003.349379585158,2269.0974444762783,1,0.0
1016.6526919103096,2263.721205466864,1,5.0
1018.4426055776524,2270.791833765997,1,5.0
989.35546713828,2278.1949949772275,1,5.0
999.2680455630864,2306.0698499619634,1,5.0
246.3021677628883,2112.5066457405787,2,8.0
252.41336128033868,2093.5486593862047,2,0.0
236.32088222322525,2108.8539187406,2,8.0
242.0161547262005,2097.466815781401,2,8.0
222.33696865521804,2087.4478887697755,2,0.0
256.6082879630307,2105.694251758592,2,0.0
206.5830142502236,2112.4583784613396,2,8.0
236.44114014467758,2107.9281758039497,2,8.0
210.28360598339503,2117.9003237290444,2,8.0
228.53240293588675,2111.548243589412,2,8.0
232.86443108385055,2121.1017760001687,2,8.0
247.55188283865257,2109.1387441854167,2,8.0
236.08403078721713,2116.714636361643,2,8.0
249.88576891543025,2113.8440351074937,2,8.0
230.00439379069527,2126.584261503929,2,8.0
210.7134056454818,2097.916959893593,2,8.0
213.99395136863416,2133.3357426329194,2,0.0
225.26775363450082,2114.7459632820496,2,8.0
229.3070911978399,2107.2650114053054,2,8.0
243.74043870534786,2123.196826696471,2,8.0
237.02029579992183,2092.780500710781,2,8.0
206.29695823290373,2121.996951285178,2,0.0
253.00226854017825,2122.996254689461,2,8.0
224.824458567995,2103.8296932737535,2,8.0
236.31552324097802,2128.263808550034,2,8.0
3902.960223276845,2529.430596185175,3,13.0
3895.3614913526476,2506.44043307117,3,13.0
3902.454381131125,2525.898358294692,3,13.0
3902.4077529069546,2524.875138067623,3,13.0
3897.6314593108477,2526.3132280022114,3,13.0
3909.908309985906,2521.080549542183,3,13.0
3892.9045646678014,2510.011449621737,3,13.0
3926.108262159397,2507.3750477845865,3,0.0
3908.0205267272695,2499.9876380199908,3,0.0
3904.204860478315,2525.890474485378,3,13.0
3917.3771248390162,2540.6965456981397,3,13.0
3883.736855593525,2535.8348781951568,3,13.0
3922.146435579525,2513.224107631355,3,13.0
3878.372697406908,2528.0964025337657,3,13.0
3909.0807431642684,2522.0527758793482,3,13.0
3890.936978187345,2506.536055110689,3,0.0
3921.081148166931,2517.495142303807,3,13.0
3915.58266467972,2546.6529223657817,3,13.0
3920.2847351432133,2528.87907056817,3,13.0
3916.4005994254494,2531.430222543606,3,13.0
3917.477215168682,2550.981597478935,3,0.0
3929.0361990082038,2528.1208005436747,3,13.0
3903.3295024300674,2530.4686049258844,3,13.0
3907.3861553179786,2523.4978894601168,3,13.0
3895.8527254528162,2537.4542186547706,3,13.0
1878.6111797760275,3668.1640972312653,4,16.0
1857.1499105913904,3650.816746047174,4,0.0
1901.157264960288,3672.482238890721,4,0.0
1883.0885647065109,3651.233322349531,4,16.0
1867.8255931414205,3674.030730638716,4,16.0
1876.4840789676855,3667.3763421975177,4,16.0
1877.8574076083694,3670.7456061273683,4,16.0
1885.6777615773651,3655.520780295674,4,16.0
1882.3103016192301,3670.670559970649,4,16.0
1861.526207805217,3679.1855595202983,4,0.0
1867.4229966288055,3664.3212192781293,4,16.0
1893.5023607790192,3680.871410738978,4,0.0
1862.2503578724868,3646.923361107914,4,0.0
1882.7243685421906,3689.1646733855987,4,0.0
1872.4230683295207,3661.772929282237,4,16.0
1858.3833945259314,3657.3574373098018,4,16.0
1882.981332376464,3654.6302077481982,4,16.0
1875.6294717390708,3644.297187363348,4,16.0
1863.6810698115785,3659.020482402048,4,16.0
1872.7865716856236,3651.598163151757,4,16.0
1901.7493674397256,3658.564709052588,4,0.0
1870.0456476720929,3663.248987299741,4,16.0
1875.989733106488,3661.167226288304,4,16.0
1865.5866150093414,3673.5243400497693,4,16.0
1876.7165514677688,3646.883906767277,4,16.0
3285.7239322670484,1622.2435620473443,5,0.0
3301.123393801256,1616.714265237841,5,18.0
3315.714068618551,1632.9010619939365,5,18.0
3302.180968883237,1640.8853982413364,5,18.0
3300.075457028022,1643.3204178958965,5,18.0
3291.7122643302064,1621.574517492954,5,18.0
3298.922444613677,1649.1312464064524,5,18.0
3307.0315142009968,1624.2696571523625,5,18.0
3297.774709314208,1624.1012070714025,5,18.0
3306.2878370706903,1635.49375235042,5,18.0
3313.967885140985,1648.399366047379,5,18.0
3290.170076570245,1638.7116164238862,5,18.0
3304.231944240245,1642.9900390035211,5,18.0
3281.5631680316387,1659.0894762199655,5,18.0
3283.2637651548907,1633.4330121811188,5,18.0
3319.758165701442,1653.504706163836,5,0.0
3294.7995155075014,1620.8778415546522,5,18.0
3277.680397735278,1637.3859191476786,5,18.0
3321.733816517495,1626.9693195726286,5,0.0
3315.633762648385,1644.547110015093,5,18.0
3291.499719643862,1622.975688210166,5,18.0
3304.0977962487405,1667.8056577417526,5,0.0
3301.2445674569153,1637.0443308280703,5,18.0
3276.307657323029,1659.0610301352085,5,0.0
3296.9392022448033,1643.6250910944989,5,18.0
2578.662986629852,3922.542878980872,6,25.0
2553.183482782245,3928.107644668783,6,25.0
2529.5873534191182,3913.504991674693,6,0.0
2539.1691843514845,3917.6212718971947,6,25.0
2562.298353541795,3909.184657797424,6,25.0
2559.2343031920705,3913.346426620069,6,25.0
2532.2855127262287,3908.9612118468312,6,0.0
2548.472259477268,3903.8210013535218,6,25.0
2553.4342636433025,3919.6063322829714,6,25.0
2574.7852064684907,3902.9863956069703,6,25.0
2571.2985524512687,3907.365482655132,6,25.0
2539.03635650916,3918.664915866396,6,25.0
2574.8827594434483,3904.6750374408552,6,25.0
2553.4023392147105,3913.136358507472,6,25.0
2580.301439336953,3923.450262106095,6,25.0
2561.60467956413,3890.261494135449,6,0.0
2576.3984320402324,3914.671758032976,6,25.0
2570.486891790144,3907.415436456966,6,25.0
2563.235217191318,3895.008216322295,6,25.0
2559.41000058117,3913.2212581788,6,25.0
2573.452608511423,3911.856460305173,6,25.0
2551.61644835818,3941.205836021937,6,0.0
2552.727144678839,3903.327438168917,6,25.0
2557.892130234541,3911.978897448984,6,25.0
2558.017522577069,3915.417221334487,6,25.0
730.0060719976393,3260.394296572759,7,11.0
727.3065659679044,3250.547034882759,7,11.0
696.424708164206,3245.1754626573634,7,11.0
703.9941280394153,3246.297562600709,7,11.0
734.3758853212331,3270.223188579806,7,11.0
698.9174588397772,3261.373217018473,7,11.0
713.5075390364364,3243.8764989841834,7,11.0
724.9164143105437,3239.2577451526454,7,0.0
718.4382635504656,3252.66131190865,7,11.0
720.4412924399131,3247.1477931860327,7,11.0
709.8034296207603,3269.624920030371,7,11.0
708.7009927241955,3238.8307522413784,7,11.0
688.3381127719133,3250.782562706607,7,11.0
738.1556361240608,3249.3866434005326,7,0.0
717.8787791530774,3252.3980475037797,7,11.0
706.2735328332973,3275.4230634124465,7,11.0
735.1444696446622,3273.4156516969488,7,0.0
713.5214348804802,3261.272602227322,7,11.0
719.7273417673337,3258.5119666431715,7,11.0
706.8919905827313,3259.3143696405373,7,11.0
698.3308331950686,3273.6786788972204,7,0.0
715.3189936544815,3284.272384288471,7,11.0
695.3516942859337,3235.7700704027948,7,11.0
724.3486130719957,3251.516998767508,7,11.0
705.4001849633827,3264.2767515774794,7,11.0
63.890762250035216,3182.261770436379,8,15.0
69.85097061557704,3212.7460318452668,8,15.0
80.63943292133001,3194.699354577238,8,15.0
91.19989697119951,3176.244276634345,8,0.0
74.30050664075709,3192.224543195431,8,15.0
51.84296552251653,3192.3364545033137,8,0.0
81.4177890445094,3180.04275498001,8,15.0
82.7394451709577,3219.8909362486907,8,0.0
55.697793429059274,3194.4110450715425,8,15.0
62.102592073601045,3200.930857406622,8,15.0
81.4223836716872,3184.484486993997,8,15.0
57.27186539739875,3202.8949970690296,8,15.0
80.79260829342225,3182.8346968254077,8,15.0
70.56275850361591,3188.806323046827,8,15.0
73.34831292530596,3191.898074024664,8,15.0
77.58054590103124,3208.4227195548433,8,15.0
86.29357499316679,3183.117558634855,8,15.0
80.30458105121686,3211.814654651351,8,15.0
71.57915375004742,3203.488634594148,8,15.0
57.73965058394742,3206.8925305295847,8,15.0
97.7520369504592,3212.4690963612566,8,0.0
62.42497493690959,3193.3260861847843,8,15.0
75.78962820410793,3210.4296771316144,8,15.0
78.63619181755575,3170.1335953376106,8,0.0
81.50744479207616,3215.4245602652113,8,15.0
2561.083050622082,838.2765184953367,9,26.0
2570.3733429187837,846.4527180215132,9,26.0
2571.02779540885,835.7164187754051,9,26.0
2556.445793333247,841.1027905674922,9,26.0
2596.602306483932,846.4285488143968,9,0.0
2579.5253798570884,860.8983369598228,9,0.0
2559.749209927669,826.8430525517931,9,0.0
2557.399993655744,857.2062550874033,9,26.0
2585.220980184558,838.9788275208348,9,26.0
2565.6970104874617,866.8495211999167,9,0.0
2581.647818789426,852.455908702153,9,26.0
2579.5534914066616,849.6001946068709,9,26.0
2559.453016958493,831.8747465099947,9,26.0
2580.063533448952,838.1102168207783,9,26.0
2553.5382450022917,834.3846115217425,9,0.0
2558.526967928381,833.6151966497619,9,26.0
2581.343552437283,836.782615460484,9,26.0
2560.555459698568,860.6387854234671,9,0.0
2576.046195588843,842.0899728611113,9,26.0
2572.0442423177506,850.3468637248998,9,26.0
2578.322254363162,828.9596543700459,9,26.0
2561.660448963621,859.1140183423088,9,26.0
2566.895470997254,830.2971406586196,9,26.0
2572.9002849048,843.216556905566,9,26.0
2569.265585108565,840.4494589893874,9,26.0
1195.2033330067952,1258.2565175529644,10,21.0
1192.4372114747514,1245.5914303915988,10,21.0
1186.3955986708545,1260.4373180489913,10,21.0
1177.4967344159447,1269.2332724814055,10,21.0
1191.7957615314508,1254.9701007406527,10,21.0
1192.8545839235444,1258.373975811425,10,21.0
1190.6252119817939,1256.5588135604844,10,21.0
1189.4497665748715,1256.9374438326759,10,21.0
1199.5795565238225,1239.7265612268013,10,21.0
1175.2692514767953,1237.1278951254276,10,21.0
1206.305155799996,1256.1304385555886,10,21.0
1162.6582496229635,1258.7802984954421,10,21.0
1206.6635613960166,1252.7936832253986,10,21.0
1177.3325317038968,1244.218188001085,10,21.0
1183.9618391557276,1258.1025879886522,10,21.0
1184.8356123931558,1268.9761559662802,10,21.0
1181.7426702234866,1248.8929918261285,10,21.0
1172.5476626130414,1265.6822634361422,10,21.0
1188.7471076511783,1253.3126706797675,10,21.0
1209.0914573199873,1256.9922147926027,10,0.0
1191.6254199014124,1259.7434290322242,10,21.0
1207.5576223996127,1271.3579814169905,10,0.0
1158.2502490912532,1265.9120275176244,10,0.0
1181.4227979430434,1234.9455533560558,10,0.0
1185.0798983837042,1253.7742267250505,10,21.0
2220.9368047385524,228.2120172966861,11,28.0
2242.7173744974757,221.12694605861026,11,28.0
2226.451438752086,240.58915442281673,11,0.0
2237.2839536237307,216.5350169062429,11,28.0
2233.1068615127333,220.1255063773656,11,28.0
2222.2798481106324,207.93572971573377,11,28.0
2235.430869943118,220.35016776873562,11,28.0
2235.2981726655216,218.22680357780715,11,28.0
2252.0148789213195,194.17997660170482,11,0.0
2253.405164485752,224.30754668691063,11,28.0
2206.240617942008,209.8764258820108,11,0.0
2236.933003807256,200.26580711979904,11,28.0
2236.7501441440822,213.35554407765733,11,28.0
2228.432518180009,239.58481686800158,11,28.0
2235.2525413253275,217.6718134342744,11,28.0
2236.9607967879515,218.30357069214676,11,28.0
2248.7000093979323,238.5216534031622,11,28.0
2211.6585740694386,202.8941259806721,11,0.0
2234.786651901896,217.063997547722,11,28.0
2227.663691298107,210.4815742693397,11,28.0
2226.280872804837,213.0435329418972,11,28.0
2227.8968607914253,233.63460527941768,11,28.0
2233.90558876504,223.8569667027631,11,28.0
2234.114055756695,215.96775941232633,11,28.0
2221.5096641260548,239.4316174778322,11,0.0
710.628522088846,340.39777390753306,12,1.0
692.5049654781819,335.54663877834736,12,1.0
