x,y,labels_1,graphic_labels
2478.445184909802,1933.1850368406087,1,6.0
2519.181628856384,1947.413686819456,1,6.0
2501.556507210225,1939.310337733579,1,6.0
2516.4685856870833,1957.4359597602606,1,6.0
2467.6824165008748,1952.9578794977149,1,6.0
2488.799370198752,1961.356879168392,1,6.0
2495.0272925068216,1946.6361309595113,1,6.0
2490.6004348811034,1941.026797853016,1,6.0
2521.265182846741,1957.52527120374,1,6.0
2498.3447284019244,1953.3166398570086,1,6.0
2468.9826238194987,1943.3236354018627,1,6.0
2511.6525945029184,1923.966075717132,1,6.0
2474.1082427234205,1941.846391422347,1,6.0
2527.3108570724985,1943.6280227427435,1,6.0
2508.835354520196,1945.4008953248554,1,6.0
2498.1514101238604,1950.079289369704,1,6.0
2506.5799380287203,1945.7981786890225,1,6.0
2512.0614024343577,1969.172351160851,1,6.0
2504.454103130079,1960.152857780519,1,6.0
2488.326437260106,1939.7365925242614,1,6.0
2524.634622135781,1942.4372134480802,1,6.0
2500.852686215027,1926.956740762497,1,6.0
2506.122679493909,1937.89692003042,1,6.0
2499.3710503165585,1947.5454430833358,1,6.0
2487.214639955432,1954.7598202779327,1,6.0
2944.153886531455,1161.234697463507,2,29.0
2956.6361088654303,1176.8523337511006,2,29.0
2958.8932482730015,1168.126938084177,2,29.0
2953.6627695983125,1147.1333862191632,2,29.0
2949.455544219413,1154.7329980202635,2,29.0
2958.1614838535356,1134.747094063051,2,0.0
2952.1703322486546,1165.2607528932965,2,29.0
2952.686960047064,1171.4957321877196,2,29.0
2947.98234602287,1158.205336201105,2,29.0
2953.026159826278,1140.877365631495,2,29.0
2939.3612964055847,1180.452062703029,2,29.0
2975.7681250286305,1166.0410344257616,2,29.0
2943.985240889017,1160.499346557855,2,29.0
2938.757393820925,1158.1133422590503,2,29.0
2969.156315999053,1155.307516737784,2,29.0
2956.364870201468,1161.7287316974894,2,29.0
2956.513091170549,1169.1660923001432,2,29.0
2952.922744492129,1169.112292430877,2,29.0
2951.9122391019964,1162.3618519045488,2,29.0
2938.139460546525,1142.9559043864524,2,29.0
2969.8452001371106,1171.897299891036,2,29.0
2926.651418568521,1180.956133795674,2,29.0
2919.3388070760852,1161.7399543652589,2,29.0
2966.2321324791524,1159.7626595679267,2,29.0
2942.5228065381407,1157.943779331095,2,29.0
3051.445225305333,2425.7527290978005,3,28.0
3036.8601502331926,2452.8267258620112,3,28.0
3047.717683976767,2426.688327529408,3,28.0
3052.056763296047,2429.426244663964,3,28.0
3044.222177302048,2422.730826892845,3,28.0
3032.3878862439296,2398.871473930465,3,28.0
3051.099271138811,2435.3821911668056,3,28.0
3042.349317261482,2416.1692469781383,3,28.0
3027.294035192828,2434.164375404585,3,28.0
3024.564668889552,2427.895765177501,3,28.0
3026.0318105619153,2414.1163452999594,3,28.0
3046.47476534747,2425.002499653145,3,28.0
3035.456460490544,2419.434660969713,3,28.0
3051.383864450903,2425.75789871245,3,28.0
3057.5127324427667,2445.528028248909,3,28.0
3045.191579749669,2421.979090223539,3,28.0
3050.566100315149,2415.127232051477,3,28.0
3028.503521601272,2439.158142182919,3,28.0
3039.921122692261,2432.9898321751252,3,28.0
3034.198501892611,2433.7868822648616,3,28.0
3041.072443584785,2432.14326740247,3,28.0
3020.4205351570117,2409.502341701025,3,28.0
3046.0842999558645,2436.6363130561826,3,28.0
3050.439363516662,2421.034696270921,3,28.0
3040.111864094238,2437.932556414164,3,28.0
494.5905526408503,630.3024051531703,4,21.0
482.8480597890492,631.7733225971023,4,21.0
480.3621278069376,633.0475886184847,4,21.0
469.4868389046545,616.5112468780645,4,21.0
489.97971269677663,623.1403001258427,4,21.0
465.0063920617435,643.0739957029842,4,21.0
486.1912035011096,627.6201213456625,4,21.0
472.6433124487371,630.925386134545,4,21.0
467.47061429407603,653.858947392582,4,21.0
473.3963842750765,637.1273526887605,4,21.0
473.55238536613336,640.31598211274,4,21.0
475.6823322722174,641.2603368218472,4,21.0
465.5408483880058,655.2833864589297,4,21.0
496.64456642366633,629.3716573009641,4,21.0
484.20022436997596,644.8199762978842,4,21.0
461.94407571061583,615.8419972077395,4,21.0
474.8969359287468,632.3801598274005,4,21.0
468.2367297601876,634.4505166582939,4,21.0
488.66629619865404,633.7888646071838,4,21.0
464.76539589183767,637.3844556173175,4,21.0
495.4433102485331,618.3442584277689,4,0.0
