x,y,labels_1
2448.9221133877386,3903.564357893599,1
2467.8948686958047,3892.244006933584,1
2469.5474046283625,3903.1770421763467,1
2445.7358847963405,3926.9177147218484,1
2469.0851064469052,3922.0723337004574,1
2444.090963511502,3899.9693988853783,1
2442.550445304444,3926.809328988912,1
2492.3898093315543,3913.9725959937546,1
2481.0559752090103,3925.927234885734,1
2483.9803971115784,3932.6627073690015,1
3853.531830510868,3653.7853673210006,2
3831.7800329008182,3685.0898401506156,2
3850.756169142462,3682.4918270374965,2
3848.0213496198203,3659.785179832983,2
3865.68778399894,3666.4300100115966,2
3853.799153298508,3687.2150741662012,2
3827.9967531762877,3686.5820301816498,2
3871.9226601773653,3672.9020731967125,2
3878.4919857949344,3671.2777053172963,2
3833.383126460403,3697.5783312075305,2
678.171556426117,2487.994202588279,3
662.4268032926369,2481.0568985896944,3
676.9496609227747,2523.8239019265693,3
681.7722146983025,2490.662106473611,3
672.8082825881063,2507.2887942989664,3
669.852886316399,2499.788356390382,3
643.8827426582092,2510.1776739739425,3
690.0815918297149,2488.456573463481,3
668.1129163314965,2506.00003060353,3
681.6016920280381,2483.806393347712,3
3422.389857162162,1545.7820634335255,4
3404.4278634131333,1553.743120717097,4
3403.5569047896925,1541.8103885142807,4
3415.061835330151,1538.2593703453783,4
3404.503668344936,1527.2872909270482,4
3423.1290851571985,1546.1931478271235,4
3439.2862736515044,1533.5337377653282,4
3411.610128722924,1556.5476819145892,4
3415.891099767611,1564.9243625270733,4
3430.4179373927805,1546.5891486685491,4
3717.5832188982918,159.33132580915427,5
3736.4121016535632,169.43379446351324,5
3720.9366941551775,175.11625311427116,5
3718.532224073331,189.88613623413445,5
3700.8666920393543,163.4040013072239,5
3727.77385684244,148.60245312251664,5
3724.6580899606647,156.60581400184574,5
3723.310388708621,155.9707543816423,5
3723.8393200433316,194.25549228519952,5
3724.2834475194986,164.5977417221854,5
2479.9981132487956,3536.1842034986566,6
2455.023096021982,3527.133651018032,6
2470.881023824312,3545.302216738332,6
2479.6986459976197,3531.7577072022646,6
2479.776619839447,3527.806490820324,6
2494.940649607164,3555.0532002388436,6
2453.259730979295,3523.683337966724,6
2474.22586396281,3541.443048877055,6
2483.216379707808,3540.794201097647,6
2489.523643501991,3533.8022137386106,6
732.3741770603352,1847.874321563779,7
736.7620005602354,1859.645748763363,7
718.9303038816951,1866.95940981357,7
732.0926132005698,1839.9618601928416,7
710.0615087408444,1841.7979252519233,7
726.6303412785577,1832.3992201594,7
728.9569962682115,1841.4068863052812,7
709.9550467001524,1872.9366254913382,7
717.7836446700837,1849.6877239416924,7
711.1960141845258,1838.9564501061877,7
306.1331569214859,2417.7018537499453,8
339.2538275868532,2427.4784973439614,8
337.2614837870594,2412.077067705383,8
325.363741463195,2420.341129917998,8
318.73604497508103,2410.3215179725157,8
326.750575982819,2450.6183379716417,8
332.6244125056218,2428.158020403852,8
322.6163574761055,2416.9762592129687,8
323.5656424075167,2405.921155229842,8
334.1562345586116,2439.4727583926838,8
2901.5015423378586,3878.451003874721,9
2911.960901001259,3873.8984637592866,9
2917.5915515106203,3870.6882110202946,9
2905.921163502643,3891.79100241375,9
2906.0453412467346,3880.7432791803603,9
2905.927440494862,3903.00622616108,9
2907.7289085450734,3886.0008118617416,9
2892.2220656020486,3890.982126785326,9
2898.4198085152216,3885.728784688378,9
2906.678122682853,3898.825585689223,9
441.04130933618256,172.60519271016665,10
405.9267530227205,140.57801534017628,10
425.70218548279786,161.6824230600523,10
414.89921814581777,161.1031571936375,10
411.09176527993776,170.3425947514685,10
432.5526102550491,180.61322866646185,10
410.68605107105526,160.0821414420816,10
434.78418058246217,180.29871817261716,10
418.06925497294407,169.56768469180508,10
409.0936499482012,139.18708747974753,10
1710.0179267073456,953.4570683663927,11
1681.2482790335034,937.5440731051816,11
1683.62392308975,949.5061653891311,11
1701.0011269111192,956.8671751877017,11
1683.6777542885297,950.8573757544491,11
1709.5566255597969,940.0442224906841,11
1664.2960218435576,936.2969774376838,11
1688.3727345605473,974.8188481076756,11
1681.5109883066661,951.7021218442355,11
1702.3612050863399,956.9762043572572,11
407.57674881182976,3009.3236062527667,12
430.7339686722875,2992.1870358440688,12
445.7959816444223,3021.300076109765,12
438.5804209959371,3007.4089270564577,12
429.43050776220633,3016.875115995732,12
404.71827878381225,3015.5767630060054,12
435.9524060085497,3015.533356111252,12
429.3439517487594,3032.735921437965,12
401.6601980690608,3020.577034894577,12
417.68774110979905,3005.901953693135,12
1955.894948521842,3710.315175281619,13
1982.1084642482303,3735.788067534104,13
1961.5258067109448,3719.4138662075297,13
1965.0389135500257,3712.8804133300187,13
1987.5781788347288,3716.502413572478,13
1972.8627840186728,3723.5281704439,13
1986.025991333853,3736.4949448104694,13
1955.1786118729992,3729.0325913153715,13
1988.6189369463104,3728.759252664357,13
1980.7650449351966,3717.3182759489578,13
484.02459307938915,3247.042751098116,14
469.39685138143403,3264.3914218434784,14
490.78171838068295,3254.781118279598,14
507.03980765684605,3230.945236880947,14
493.55569573398293,3274.1567621091376,14
464.64869211931904,3230.332537789134,14
488.1834297469284,3248.2765114433973,14
476.38144064648463,3217.7933789190974,14
499.832495759598,3251.6843371927707,14
471.51293305988867,3262.622081281082,14
2488.177304126143,2478.7286829784434,15
2491.994992632367,2464.781973631838,15
2490.628352389472,2476.624652338003,15
2492.336866557427,2482.1503264046346,15
2490.5884304832134,2477.4961176522556,15
2487.212052821627,2496.233444806298,15
2496.507583587252,2462.7587559777035,15
2494.776259800258,2472.3584128250973,15
2487.6887896750013,2475.6727984646523,15
2513.969036487438,2468.3667250298913,15
2019.2513479375418,3606.6965227073074,16
2002.2664730215643,3580.798102279457,16
1970.7442702669207,3608.036433653576,16
1989.685934989657,3611.5537273631817,16
1990.07884752467,3611.298967883201,16
1982.9466833537376,3600.76261057153,16
2010.6390917482431,3607.481283601574,16
1982.988280496537,3579.8124570107807,16
1996.43850325444,3592.5504224249944,16
2007.1389991515468,3609.0689496923223,16
2233.3657119880304,3822.51732964424,17
2221.070566001954,3827.0858076896,17
2239.3393438192797,3837.5740327006165,17
2235.5481592529904,3818.719432384923,17
2235.509919451014,3818.3011363537585,17
2234.211899979782,3816.1235076546477,17
2240.7055826494534,3808.7755524532213,17
2224.4355474947247,3821.046239916494,17
2244.709869570886,3826.8953310499196,17
2234.4899520872436,3810.7585107665154,17
2278.7143200887654,457.8303361984063,18
2281.751625783628,443.64414701023884,18
2289.958775401707,482.2144831521331,18
2255.446097490936,465.98134197861737,18
2292.081902982229,445.17003863679736,18
2287.412009761148,440.0256833511907,18
2280.281362066156,468.5814105284897,18
2251.189570422563,450.4087149640913,18
2286.138411978516,457.61180346213536,18
2288.8272897873385,460.4537075897983,18
563.9708697627822,2916.740655213424,19
572.1865952397062,2927.30025648776,19
562.9256616029787,2943.5402575906123,19
564.8649063364829,2935.1749414969013,19
556.2724346919898,2922.671777873122,19
570.3816345896378,2911.2873715584496,19
568.4619250014073,2926.6495735666517,19
545.3729681055021,2920.0529373970962,19
569.4768564297121,2927.369323071947,19
545.5876375662694,2913.2524686010142,19
579.2395427388136,3917.5611749443256,20
564.5651240701511,3882.0556431711307,20
561.8323268349537,3908.5885973596414,20
561.4731622284721,3929.5653483916894,20
555.364669167411,3893.2571007494407,20
541.7100673635306,3891.0468157065675,20
549.9420266936964,3905.300564685666,20
559.7993707355752,3918.2270696450487,20
543.6834994982869,3908.956591434482,20
536.2085319728527,3920.9120806275173,20
394.68833416166933,50.38638511356724,21
404.82408626748025,64.0972776079368,21
399.3666697830903,43.52076013218238,21
382.17879282426327,33.41122300409316,21
394.2501932005788,43.6896482758263,21
398.4160699092678,67.30450783199889,21
371.2402712096112,56.736284705863156,21
394.11220754924364,49.938054478549425,21
384.06756961221663,51.393499737375095,21
396.1875998111266,47.45335781554266,21
2916.670472415062,3947.709522562056,22
2920.7298754673043,3954.2714819769376,22
2926.115880611667,3955.4932719814888,22
2933.0290955421024,3959.600782827172,22
2940.9720170600754,3953.975739699826,22
2939.441987704666,3946.266858229698,22
2954.2018540458066,3949.7383027117435,22
2945.569639842915,3980.3281342326145,22
2923.3761893278856,3948.5534340983772,22
2934.826901706564,3963.6191980897415,22
2866.7325135003452,2883.5656512269748,23
2840.6473035181025,2872.169567819998,23
2854.5560093624663,2858.268246049144,23
2850.041462254355,2849.647146385036,23
2850.696028706098,2858.365401217422,23
2861.1876875448543,2871.234964232625,23
2846.8660910409844,2886.216275906861,23
2849.1570874711865,2846.113203563585,23
2879.617588053878,2876.6060859704307,23
2852.702521980667,2870.9744129869805,23
3840.2985462329143,3946.512340188695,24
3852.0893327547888,3967.6700646682557,24
3842.1318095718375,3947.130475058807,24
3849.0374228685805,3951.3214777066105,24
3845.3929317823613,3962.874071870829,24
3848.7729212974764,3938.225427432668,24
3863.965426619913,3938.864764062926,24
3830.8048132295517,3927.1729110233473,24
3836.7163361889657,3951.1684823673077,24
3837.022464558291,3954.095755370206,24
2502.1530879005863,2360.0810738036175,25
2491.0425653679144,2352.7586437957384,25
2474.573736042092,2374.0592238229146,25
2481.786964212599,2380.3944591812347,25
2462.3036993809637,2396.477058714638,25
2473.0697962829386,2380.8016736253085,25
2475.7514537160687,2343.677382338495,25
2455.305546591498,2383.848976830404,25
2490.0952957895793,2368.3552434237768,25
2482.5441553074625,2393.845047409543,25
3057.570654265256,3018.1755383780633,26
3060.4407942608,3049.6945345217696,26
3070.575334376743,3024.7390627153104,26
3064.183752364909,3038.6827796659754,26
3048.3227385931677,3027.4460474921066,26
3076.6952638243547,3030.1060910426195,26
3056.6997035298905,3032.491116658026,26
3049.436942960933,3041.188703010693,26
3069.5778463757097,3024.47116461459,26
3074.5702508360614,3020.2926461324537,26
830.9010572961289,2589.7650204249267,27
833.7331939792898,2606.695951217041,27
833.4160362296827,2595.61439237641,27
827.0842374152332,2587.7965782622023,27
846.3641741932422,2613.060876757935,27
852.575171164593,2596.4435395408113,27
827.4324706417453,2597.404826033412,27
835.8671309000226,2602.6100582466916,27
851.0306337669243,2610.1889224241904,27
821.4992608850587,2590.540861210187,27
3124.0272554008907,3898.9353730362336,28
3137.1511319259257,3874.23333275023,28
3132.5156400781393,3894.5825704654662,28
3143.3727048743613,3903.905034997231,28
3135.509249224785,3880.3264506994105,28
3141.6901175375156,3878.7331740682775,28
3111.1738591989815,3897.8998958589245,28
3135.7812336859233,3897.602290260322,28
3133.488440523535,3881.5450916003083,28
3141.8446379563175,3875.3095417526,28
1185.7931543902623,3006.7736986621712,29
1211.7566553874378,3006.3263164154887,29
1212.8843624769777,3027.418230704947,29
1209.8059368596037,3011.4243285574166,29
