x,y,labels_1
2907.330881789798,3553.742578550217,1
2914.846058451849,3537.076245635186,1
2923.968567921891,3541.0879429143265,1
2888.690171136553,3549.635180983335,1
2908.6303452927636,3552.9736201382284,1
2911.0001437502815,3562.976834951065,1
2878.8766564876155,3547.678622297907,1
2905.2114663039088,3550.311715206216,1
2926.2212299869184,3545.6487637841738,1
2915.1335787229746,3561.552127952051,1
2903.4081949960023,3558.287766605839,1
2926.644806799859,3569.8268277471325,1
2916.324063718369,3540.7327484127372,1
2902.890110226651,3574.590881363839,1
2911.1613758579,3542.1855552990924,1
2907.570075654806,3555.71015294672,1
2917.3316281346924,3524.125361077041,1
2905.3521411877905,3551.2512916544724,1
2890.570994943254,3555.5098552235127,1
2913.7460892217928,3561.907892901195,1
2909.096631176969,3574.836161405464,1
2902.997182090758,3574.443979688482,1
2908.5136916868714,3557.267045152764,1
2912.095581316293,3553.5676306047753,1
2890.1674908206023,3574.3911858849924,1
2027.0126384029988,1396.1859032891487,2
2045.8510812359768,1420.3605414830938,2
2058.392467651491,1389.5609605606737,2
2026.0651428044416,1388.1299485583802,2
2035.9177817807015,1423.8211096363011,2
2035.323652279376,1401.2504837127428,2
2029.90913505359,1398.749503371558,2
2038.8746058525167,1392.9524539842087,2
2038.818019006194,1414.8388428553947,2
2008.0370111047323,1400.0678326782563,2
2029.5774884691284,1412.5754737457685,2
2028.117688065566,1408.8777428840092,2
2023.7023953596997,1400.6804984334658,2
2052.0557206216413,1417.2799318840468,2
2042.9947069597276,1404.8234738425647,2
2015.7627087782218,1400.1823836453748,2
2021.6961037288847,1401.884337016682,2
2032.1383055484357,1397.2859385587883,2
2024.2638691524749,1408.978624808607,2
2055.47106603731,1395.5362328458443,2
2051.25032356575,1416.7320323992012,2
2034.7272541415311,1393.0916047289322,2
2027.6737361823668,1394.808613258343,2
2013.5172201081898,1375.053431627729,2
2051.7301912135435,1398.6212467084333,2
127.0487834702182,429.8731015938701,3
120.92749171364291,411.1588043231872,3
104.63811420346718,396.81543033414795,3
126.93720773100092,391.00551819474464,3
129.85602154159474,382.8415463161492,3
129.78735843707958,388.9457546997504,3
116.56983476368065,414.6078044918095,3
149.3934354698245,418.01739314093464,3
129.476811050046,384.29549515081396,3
129.88635483003517,409.05317744730473,3
123.90249497489492,416.150526125336,3
135.91148130222584,393.6097509696811,3
125.00661351675603,406.62233488242447,3
144.17886658258232,412.5481168520891,3
126.09744173524452,436.33591731475786,3
128.13958773369154,430.9686162161339,3
158.16912313035348,406.63843528241466,3
130.66278349131485,436.0355128336927,3
120.1945961539207,410.34066834295544,3
115.24062373692007,386.2312773265297,3
134.1443493608387,397.0615517259279,3
138.50306963238586,410.75155824396586,3
118.25660909420425,425.52750260575885,3
