1,17154,5560.1,361.69,27493
1,16168,11747,-69.787,2.8656e+05
1,14622,1044.6,-305.89,8542.9
1,13358,12764,164.22,4286
1,13283,2808.6,48.638,93412
1,10622,13076,-70.277,6974.8
1,9570.2,16856,94.236,80548
1,9064.5,4572.4,0.71657,4289.9
1,6741.2,8125.4,5.8949,7638.4
1,6500.3,14288,-42.492,13943
1,3712.1,2194.3,104.19,7237.1
1,2859.8,814.01,47.412,6545.6
1,2540.7,9929.5,-213,22045
1,2406.3,2491.2,-9.801,5888.4
1,566.54,13924,170.55,25357
1,521.49,16606,-234.26,3.8626e+05
2,12977,9725.4,482.64,21054
3,14690,2205.6,73.37,18025
3,9954.8,7848.5,76.231,14045
3,4552.6,4515.4,-253.67,28430
3,4103,20114,-86.019,49258
3,3753.7,2308.2,82.148,6188.9
4,9200.8,19118,-245.36,21586
4,6035.2,3176.6,319.94,5321.5
5,3037,14747,-632.46,20487
5,2249.8,11102,-293.45,6681.5
6,7160.4,10787,-140.4,23070
7,14714,4953.2,3.7729,18789
7,6114.3,19178,-341.76,5961
7,6031,3247.8,205.85,16666
7,2871.6,814.14,30.742,6308.6
8,10297,18219,78.434,10145
9,14823,13637,2.1036,8813.6
9,10926,5917.8,212.65,8524.5
9,10342,9824,54.432,15157
9,9123.3,15347,-64.728,11939
9,6490.9,14338,-17.23,1.083e+05
9,4769.8,7564.3,-67.626,40122
10,12491,15898,54.23,17334
10,3762.8,2317.4,35.489,7794
10,3262.6,5082.4,-140.85,4423.6
12,12979,9736.6,480.26,45998
12,7580.6,2786.9,-267.99,10188
13,16020,19997,-290.16,4692.5
13,6735.8,8142.6,-17.37,5241.8
15,13251,2717.3,188.48,5339.3
15,12723,5700.1,500.3,13597
16,14548,4647.7,31.886,36566
16,12530,4153.2,172.33,23210
16,9740.9,15440,17.793,37198
16,9373.7,5746.2,142.47,4996.3
16,9154.9,8625.8,41.772,60160
16,8195,2804.4,-237.33,4650.6
16,3767.6,2319.5,26.255,35135
17,13181,2500.1,52.299,16182
18,7583.9,2793,-235.5,52939
19,15507,6457.1,75.888,9855.1
19,7633.4,19324,-353.32,8281.1
19,4590.7,9777.9,-224.65,11232
20,15263,10450,-283.7,4969.8
20,10523,3861.8,189.84,6236
20,6338.9,5920.3,-115.31,31146
20,4691.5,15349,-132.11,6201
20,3450.3,9117.6,-116.46,23259
21,11066,6390.9,36.375,26373
21,10925,5388.7,187.74,3830.1
21,7559.1,19314,-334.46,20955
21,7020.7,7164.3,-70.933,22236
21,6115.2,19185,-392.21,14752
21,3151.4,16811,-258.55,6236.1
21,2398.9,7747.8,-387.73,8268.9
24,7442.3,16977,-5.5054,34637
24,4685.5,7076.6,102.13,21977
25,14491,4529.6,75.779,11332
26,12507,15908,49.711,8330.9
26,8337.6,3941,45.606,21014
27,9372.9,2475.6,-121.46,21611
27,9217.5,6106.5,124.26,13892
27,6721.7,8133.4,5.0292,20228
27,6129.4,16270,256.74,4883.7
28,12810,11829,136.57,14153
29,13158,13284,191.55,6350.9
29,7720.4,15462,-66.168,5935.3
29,3577,7662,-228.38,7794.8
30,4840,11858,-91.675,33867
31,11303,18626,-239.99,4426.3
31,9633.1,2661.2,-76.688,15834
31,3729.7,2217.1,76.291,13516
32,13463,1818.8,-299.15,17370
32,11689,14694,112.98,8455.7
32,4056.3,4788.9,213.66,18059
33,12190,8120.1,100.54,17050
33,2634.4,6936.9,-431.9,20566
33,2386.9,9989.6,-292.26,11917
34,12496,15915,36.59,3526.1
34,10460,12976,-21.556,10862
34,8773.7,12194,-7.8156,2546.8
34,3771.7,2302.3,62.192,76511
35,10699,1287.2,34.388,16062
35,10346,17771,131.11,13799
35,6130,16288,272.37,12793
35,5196.9,6339.5,-8.9646,12196
36,15465,5659.7,-158.51,12319
36,13907,9440.3,128.05,30360
36,12638,6745.4,-54.069,7081.8
36,6717.6,7208.3,-11.877,7321.5
37,6130.4,9647.9,-306.6,8466.4
38,6086.9,19169,-397.87,29230
39,13358,11233,303.58,11808
39,9975.6,15769,64.613,29509
40,2481.4,19725,-265.44,5466.9
41,12491,15893,66.577,57126
41,12369,12393,-286.2,6811.3
41,10351,11041,93.695,13193
41,8100.5,15192,-125.24,46370
41,6717.7,7222.9,-67.741,62537
42,12151,17565,-327.08,10069
42,4106.5,20119,-90.097,72734
44,12439,14401,100.13,4.9187e+05
44,4590.9,6567.7,12.982,35203
44,4241.4,14991,-134.35,15240
45,15121,14152,-333.02,19499
46,15506,6447.9,117.8,6366.6
46,9052.6,10330,-48.155,39223
47,4968.5,12283,-102.35,8514.2
48,12049,17562,-266.08,5812.9
48,5157.2,11097,-55.917,5787
49,13419,12086,279.09,7300.9
49,6938,15718,-50.184,27491
50,7602.6,2797.1,-250,28772
50,7372.3,10228,-200.61,19883
51,14364,10471,20.616,3466.9
52,12975,9726.6,477.51,59589
52,8304.1,17095,10.804,5690.3
52,3962.7,11983,20.62,10512
53,15511,6456.8,91.827,34185
53,3683,9287.6,-152.06,7498.5
54,12293,17611,-145.05,7322.5
54,12226,8146,39.605,36818
54,10771,16083,-61.529,20331
54,10331,8363.8,24.169,22124
54,7809.1,8234.5,72.78,34392
54,7305.9,19167,-357.31,5688.5
54,5643.5,4297.2,-71.002,52269
55,14663,9787,24.318,13310
55,11250,11560,58.861,18496
55,5749.1,7686.8,-133.52,9308.7
57,12633,6751.9,-54.234,15087
58,12303,17618,-111.75,1.7221e+05
58,7414.3,5825.2,-100.13,19469
59,13358,14995,22.592,5662.9
59,8834.5,2490.6,-71.148,3554.7
60,7448.5,10056,-184.68,45135
60,516.6,19141,-99.088,60384
62,13436,8468.6,142.16,6615.6
62,8204.4,18297,-165.67,4499.1
63,15144,13786,-256.61,5576
63,9980.6,7807,63.926,17596
63,9517.2,9891.1,100.91,14151
63,8765.6,13397,-131.91,25378
63,7018.8,2942.8,-208.56,15437
63,3720.1,2154.4,66.11,61562
65,15331,10911,-266.42,4617.8
65,11826,7098.6,35.258,15973
66,3891.5,9543.1,-124.93,72772
68,9154.2,6395.4,32.059,11178
68,6365.9,1663.3,179.36,12786
69,11231,18604,-218.72,5482.3
69,6623.2,3847.5,-164.14,13539
70,13764,9681.8,137.7,9012.4
70,2381.4,9930.8,-309.03,6089.6
72,12976,9751.9,453.12,1.1216e+05
72,8777.4,4521,242.48,36499
72,3397.2,15042,116.6,32263
74,10560,5788.1,61.913,11200
74,9222.6,6820.9,1.1466,5379.5
75,14211,4124.3,-78.266,8760.3
75,11798,13088,124.58,14413
76,12966,4464.9,97.134,25189
76,5876.5,17971,-169.29,33743
78,8784.9,8939.8,-24.942,9909.6
80,13395,12239,265.2,5711
80,7413.9,5827.3,-70.897,18732
80,3738.8,7609.9,-173.6,20172
81,15531,6448.8,11.759,20524
81,12630,6743.8,-19.509,10587
81,12486,15911,91.288,17364
81,9664.5,12407,-114.23,39137
81,3722.9,2170.8,71.45,14479
82,6447,12499,468.34,5646.4
83,12094,1409.2,-90.655,1.4404e+05
83,10362,5238.8,118.12,10668
84,8775.2,4544.7,240.57,51290
84,7637.8,14153,28.511,16571
85,14631,7882.4,121.35,6007.2
85,10144,10029,42.923,8425.5
86,15629,6405.1,-162.75,3045.4
86,14288,12804,171.88,3596.5
86,9573.4,12366,-82.005,18815
86,7267.3,8107.1,-36.335,9616.6
86,4105.3,20124,-109.31,2.7456e+05
87,11135,4033.5,456.71,11905
87,6907.3,4119.6,-48.95,9039.8
89,2213.6,13998,-183.31,32260
90,6941.5,17846,-13.006,14743
90,5693.2,18047,-203.85,18427
90,4473.9,16459,-246.72,9443.6
90,3719.2,2160.8,59.336,14745
91,9735.2,12439,-114.79,3401.3
91,7770.5,7873.1,4.046,18545
92,14293,12824,154.72,25711
92,14141,11321,269.8,5182.6
94,9135.3,6454.8,123.42,18183
94,7188.2,3771.1,-185.1,14474
96,11063,973.13,-316.43,16815
96,8114.3,18303,-118,24928
96,4357.1,7418.2,-77.299,11176
97,14654,16828,-160.4,5898.4
97,10770,8831.6,80.842,4687.6
97,9533.3,14647,-55.145,2537.4
97,9028.4,15982,-57.839,63694
98,12614,6733.2,-26.705,8378.7
98,11390,4970.3,180.72,20026
99,8112,3768.7,-37.038,29581
100,13959,3362.8,-60.682,3353.9
100,3879.5,9535.5,-121.95,80260
100,3721.7,2161,60.6,10358
101,5675.6,18048,-239,5906.5
102,15402,7425.8,102.41,22822
102,12184,8062.8,66.698,44902
102,10352,7155.7,45.163,5797.6
102,6807.1,9621,-261.94,4732.5
102,6130.6,16245,270.17,3294.6
102,3767.9,2344.2,97.811,37446
103,15505,6452.7,72.61,28680
103,9804.7,13978,-101.32,8732.9
104,6783.5,15083,-88.159,3924.9
106,1841,11719,-252.13,25452
107,12498,4933,26.426,9268.9
107,8182,8758.2,-91.897,2561.1
108,14450,11118,13.741,29201
108,10129,13726,-4.2907,7683.3
109,1834.9,13418,-417.36,21151
110,14593,14844,-167.81,3910.9
110,6455.5,15543,-63.723,24204
111,602.27,19227,-233.72,3560.3
112,14621,16844,-270.87,12846
112,7828,16958,-39.682,35779
112,6036.6,10546,-174.65,7934.3
113,14770,9312.1,143.49,7913.3
113,517.31,19145,-114.91,12406
114,15452,11263,-318.79,7525.7
114,12499,4928.6,70.67,17834
114,12422,6481.6,65.458,6477.5
114,10501,12657,-91.262,83423
114,10381,18603,-118.09,4774
114,5846,4528,5.444,27195
115,10288,4759.5,155.11,8995.5
115,8828.9,13379,-107.84,4708.8
115,5879.9,3137.6,-336.55,5699.7
116,5806.4,10234,-159.03,14595
117,14397,15528,-256.4,50988
117,4746.5,14036,-16.424,8035.1
118,7293.3,4964.4,-55.46,5790
118,6228.5,5819.3,-105.62,4758.4
118,1921.3,13402,-468.67,10683
119,12655,6751.6,-67.005,5163.1
120,11280,8698.1,8.3172,26720
120,10218,18195,15.531,18569
122,14683,16842,-208.59,6089.8
124,15204,879.94,-300.31,13898
124,14994,12471,-33.333,17265
124,12162,17591,-345.87,18030
124,10295,10364,22.784,11392
124,9277.2,7519.7,-86.798,13274
124,8382.9,12522,-66.847,17119
124,5740.6,5535,20.787,26510
125,13626,6546.2,124.08,6347.4
125,12497,15907,28.586,20346
125,4040.9,7193.1,-137.73,11370
126,9564.6,16848,121.94,49839
127,11951,17558,-26.053,4182.6
127,11801,8875.1,-39.387,8986
127,8095.7,3885.7,-74.803,14172
128,12680,3831.3,136.25,11915
129,15507,6450.1,78.259,83801
129,10248,1457.1,-181.35,25297
130,14601,7870.3,162.08,24783
130,9796.9,6788.6,-24.743,5489.6
130,7271.7,4095.2,-85.004,28793
130,5701.2,18123,-287.93,15943
130,5705.9,11885,-230.5,4809.6
131,12311,17615,-121.24,2.1283e+05
131,8539.8,9144.6,-41.923,13278
131,7771.9,16914,-54.459,32512
132,9444.6,11376,106.73,25425
133,10536,8104.2,-46.571,11694
133,5673.5,3136.3,-357.56,20829
134,491.43,19143,-81.893,20369
135,9221.4,19064,-187.6,12689
135,6313.2,12080,-217.11,19911
136,15301,11848,-256.94,14540
136,14633,16845,-168.16,5009.1
136,11005,3431.7,253.52,54550
136,9147.2,3745.8,-2.5353,30730
136,7615.3,16938,-412.92,5481.1
138,9514.9,7199.2,-14.542,12225
138,7818.8,16953,-83.974,9016.1
138,1655,16103,295.8,29167
139,10208,1831,-143.76,15211
139,5996.2,12779,-141.27,86306
140,9147,15382,5.698,10595
142,12495,15903,79.881,17559
142,12302,11511,86.059,17959
142,5148.6,11116,-47.131,4441.4
143,10421,15409,-85.495,34259
143,6982.4,15750,-39.91,14175
144,14437,15531,-241.17,53723
144,8975.4,5084.6,85.701,40991
145,12991,7454.2,41.784,54679
145,8928,3188.5,-41.228,20441
145,8324.4,17138,27.801,3308.1
146,12819,11840,113.06,17048
146,9437.4,9818.5,64.289,34488
146,2476.8,7785.5,-309.33,6544.5
147,5718.3,14608,-1.4401,21470
148,12850,6267.9,-71.076,4544.2
149,3086.7,11363,-154.98,36438
150,9989.6,13043,-83.401,8436.2
154,10571,8126.8,-63.537,16946
154,9429.1,5826.6,31.549,19800
154,8802.9,3266.2,2.4053,8596.3
154,8159.7,18400,-106.47,12434
154,5030.7,6217.2,-42.293,14401
154,4630.7,11503,-52.289,3883.3
155,10928,16760,83.126,42884
155,8702.8,4822.6,205.01,14796
156,15451,8174.1,-46.321,37086
156,9991.1,13044,-91.246,6037.2
156,3755.6,2331.4,74.236,9534.3
157,12816,11831,154.95,8256.4
158,5444.6,12454,-157.99,8766.6
159,15449,2787.7,235.69,9877.4
159,10425,15402,-86.366,8361.6
159,6405.5,15073,-2.5941,24244
160,14936,17725,10.15,5095.1
161,10701,18056,-11.959,16910
162,10771,11528,169.01,15129
162,7340.3,14032,26.448,43467
162,3398.4,15007,121.37,8157.5
162,2037.6,16526,146.17,9412.4
163,5428.7,12430,-162.99,13165
164,5434.2,12455,-166.06,2928.5
165,10751,12689,-61.076,26641
165,4730.6,4621.9,-264.63,33292
165,3773.8,2329.6,47.517,48539
166,11359,9240,109.02,40431
166,6373.8,13616,-91.869,4159.3
166,5489.6,7941.1,-220.91,1.1888e+05
167,15594,13062,-334.25,6677.2
168,13381,13775,192.61,18436
168,12111,1432.2,-191.67,11590
168,10987,18909,-314.31,57329
168,5673.3,10852,-125.82,5658.9
168,500.87,19133,-73.377,13899
169,12488,12687,110.35,11568
169,12490,15917,42.963,34245
169,9892.1,2796.4,-18.975,14303
169,9782.1,11201,92.73,18202
169,7940,20503,-160.51,2537
169,7820.7,6173.8,-42.549,6718
169,3140.2,11701,-124.13,26729
171,13384,11097,185.37,6919
171,10743,7963.9,-49.239,30654
172,12224,14735,196.5,3828.3
172,9202.6,14686,-97.532,2427.6
172,2033.7,16537,147.99,9147.6
173,12309,14498,95.584,21465
173,6913.3,4117.9,-153.25,5436.4
174,17145,6585.6,-102.13,12344
174,16731,19279,-261.89,49260
174,9634.1,15906,82.955,10772
174,9115.5,11726,200.59,48486
174,8482.1,6721.2,42.441,23293
175,11877,7489.4,9.5678,17559
175,10587,12701,-437.03,4662.3
175,8287.7,17119,-46.43,79235
176,12034,3764.4,113.67,18250
176,10402,12677,-265.15,4074.4
176,8733.2,2436.9,-228.44,7509.2
177,3695.3,14422,-252.86,9221.9
178,2032.5,16580,120.14,13811
179,10928,16761,86.089,21281
179,10739,12685,-56.319,29844
179,2205.4,1387.7,383,6170.1
180,8023.5,2187.1,-296.26,6621.4
181,13607,7894.5,111.79,49611
181,5524.4,14763,-86.22,9080.7
182,17128,6594.9,-138.54,8248.5
182,15269,11212,-265.54,13015
182,8701.6,4828.5,211.05,8847.9
182,6204,5106.1,-87.886,13764
183,14092,11226,196.94,7345.8
183,13326,19035,114.76,9237.4
183,8353.2,8774.9,18.086,7116.5
184,4149.4,6119.6,-96.559,3320.7
185,6650.5,10117,-93.423,15624
185,6134.8,16239,321.98,10005
186,13808,9483.1,143.37,27218
187,11980,11613,161.35,31184
187,2032.7,16575,137.51,5719.6
188,14971,17785,-46.228,10416
188,12024,3371.8,237.07,12864
188,6026.4,14967,-87.957,75123
190,12033,6281.9,39.824,4937.9
190,6696.2,11635,-18.513,14612
190,4946,5755.9,43.853,35023
191,11666,17967,-180.39,5459.5
191,7868.4,12180,-112.34,12105
192,5952.9,17743,-109.79,5653.9
193,12053,4001.7,150.32,13855
193,7552.9,3546,-197.49,24269
193,498.06,19127,-85.572,7252.1
