1180.7,1474.3
1759.8,1831.1
1409.8,1883
1585.6,1602.3
1666.6,19630
1264.2,19795
1842.4,19682
1979,19289
1934.8,19316
1897.1,19409
1970.6,19339
1082.2,19914
1973.9,19689
1097.3,19637
1746.3,19730
1431.4,19827
1436.3,19874
1994.5,18398
1233.6,19570
1959,18176
1990.3,19460
1908.6,19461
1866.6,18021
1997.2,19578
1497.8,18102
1078.2,19738
1429.9,18079
1949.7,19333
1322.1,18133
1570.5,18085
1561.9,19566
1404.1,18143
1316.2,19763
1482.5,19714
1240.7,19693
1975.7,19694
1887.3,19714
1922.3,18093
1885.5,19659
1947,19661
1819.9,19649
1849.8,19676
1963.9,18454
1227.6,19712
1240,19111
1951.3,19544
1258.3,19105
1942.7,18423
1453.1,19713
1934.9,19616
1558.6,18341
1143.9,19911
1979,18293
1025.2,19678
1844.3,19600
1328.9,19688
1640.9,19662
1931.8,19413
1892.4,19655
1336.9,18514
1386.4,19582
1927.1,19369
1569,19665
1375.3,18155
1971.2,19619
1963.6,19678
1397.6,18620
1989,19685
1720.3,19581
1113.4,19594
1395,18527
1027,19551
1106.5,19642
1987.3,19705
1975.4,19724
1955.6,19763
1976.2,19688
1892.6,19747
1966.1,19781
1967.3,19715
1177.1,19617
1195.2,19410
1449,19627
1931,19735
1975.5,19762
1869.1,19818
1007.6,19759
1996.5,19505
1969.2,19668
1034.9,19667
1375.2,18321
1882.2,19781
1093.5,19574
1858.3,19715
1322.8,19717
1907.8,18414
1985.6,18185
1389.9,18479
1804.6,19741
1952.5,18382
1169,19551
1452.6,19811
1930,18381
1981.9,19739
1504.4,19807
1894.6,19703
1725.8,19776
1998.7,19572
1889.6,19697
1260.8,19037
1404.3,18414
1361.1,18374
1900.8,19573
1408.6,18197
1683.7,19681
1698.9,19622
1257.8,19948
1926.1,18795
1093.8,19672
1286.6,19431
1996.2,19565
1965.9,19401
1437.2,18223
1146.5,19386
1136.2,19354
1975.7,19675
1956.7,19799
1281.2,19122
1997.7,19538
1973.6,19646
1193.1,19536
1980.8,19547
1907.9,19621
1152.4,19785
1023.7,19593
1157.2,19491
1382.1,18121
1818.1,19573
1231.2,19085
1324.6,19108
1155.3,19698
1943.8,19896
1309.8,18238
1739.4,19728
1948.1,19687
1388.3,19635
1305.5,19612
1894,19618
1738,19868
1695.1,19868
1871.3,19838
1948.3,19768
1009,19682
1237.8,19747
1945.6,19783
1006.9,19754
1437.2,18202
1094.6,19769
1874.1,19683
1427.4,19247
1930.8,18334
1028.4,19732
1857.8,19653
1948.9,18374
1272.3,19380
1889.9,19568
1103.7,19685
1388.8,18125
1112.1,19876
1459.1,18061
1709.9,19776
1838.8,19737
1751,19879
1968.6,19381
1731.4,19890
1997.1,19328
1867.6,19601
1686.1,19880
1782.4,19833
1240,19718
1422,18323
1761.5,19634
1987.6,19200
1124,19789
1810,19206
1352.2,18132
1953,19684
1677.3,19837
1651,19850
1114,19708
1599.3,19671
1544.8,19846
1605.9,19759
1888.3,19720
1886.3,19667
1983.7,19330
1294.9,19242
1922.9,19611
1558,19763
1771.9,19645
1416.5,18131
1982.6,19592
1271.5,19247
1973,19612
1313.1,19609
1467.8,19625
1484,19650
1422.3,18048
1156.6,19812
1195.7,19102
1251.9,19452
1997,19279
1230,19811
1724.3,19824
1498.4,19915
1752.1,19700
1691.1,19773
1363.4,19785
1636.2,19693
1650.4,19764
1500.7,19879
1626.5,19699
1429.9,19651
1557.4,19788
1458.5,19675
1714.4,19705
1736.3,19772
1617.6,19600
1963.1,19301
1222.1,19097
1920.3,19700
1953.8,19367
1060.1,19669
1257.7,19143
1889.8,19551
1631,19731
1829.6,19653
1858.7,19586
1967,19664
1879.2,19572
1429.5,18191
1372.6,18336
1775.5,19689
1894.2,19611
1217.8,19458
1887.5,19600
1257.2,19349
1983.3,19604
1761.6,19638
1390,19383
1902.1,19657
1711.5,19680
1562.2,19685
1295.5,19090
1348.4,19021
1962.5,19574
1743.8,19626
1782.6,19802
1777.1,19811
1823.7,19784
1758.3,19783
1805.3,19698
1728.1,19748
1777.6,19774
1760.4,19811
1919.6,19607
1772.3,19743
1458.7,19406
1312.5,19452
1912,19642
1642.4,19685
1766.5,19644
1979.5,19574
1600.6,19699
1963.2,19649
1747.4,19626
1975.9,19558
1579.1,19873
1936.4,19592
1264.6,19594
1675.6,19872
1689.8,19839
1087.2,19924
1281.6,19077
1982,19381
1067.3,19787
1168.3,19903
1716.7,19784
1843.5,19764
1824.2,19638
1065.1,19971
1805.7,19757
1003.9,19772
1732.8,19689
1837.7,19824
1166,19650
1869.6,19851
1853.7,19762
1748.9,19725
1374.4,19948
1134.1,19896
1140.6,19973
1384.4,19793
1945.2,19636
1809.8,19684
1473.6,19765
1779.1,19661
1687,19649
1787.8,19787
1090.7,19957
1763.9,19670
1883.7,19493
1132.5,19122
1859.6,19540
1140.1,19919
1996.3,19579
1023.5,19763
1843.5,19648
1658.5,19912
1740.2,19876
1774,19611
1017.4,19720
1250.7,19173
1842.6,19807
1848.9,19907
1863.4,19845
1075.6,19747
1807.3,19805
1748.2,19771
1712.3,19726
1239.8,19693
1305.3,18580
1971.7,18345
1791.7,19767
1691,19733
1477.2,19765
1189.8,19520
1329.1,19616
1130.3,19440
1666.3,19774
1266.1,19146
1256.2,19574
1543.1,19798
1983.3,18374
1890.4,19661
1379.4,19726
1995.2,18380
1866.4,19661
1882.6,19630
1964.7,19657
1240.3,19601
1909,19380
1887,19671
1426.5,18642
1926,19367
1760.9,19647
1222.2,19169
1042.4,19648
1319,19643
1272.1,19540
1358,19503
1986.7,19074
1741.7,19628
1852.9,18687
1347.5,19512
1718,19657
1832.6,19657
1879.8,19676
1832.2,19661
1833.8,19666
