x,y,labels_1
2761.966367590487,3442.6749312835086,1
2764.953911721577,3427.0616826127516,1
2764.8227105779874,3442.399395436199,1
2765.497925332812,3461.8753830067326,1
2760.4528089697064,3444.201341289619,1
2774.2097041412585,3465.5282732601936,1
2772.4541461900467,3448.4629889163803,1
2776.018509979263,3425.923560745781,1
2759.463879069716,3443.510747779548,1
2749.7271796494765,3462.3209555994845,1
2771.232311522181,3448.810177112503,1
2775.27916184061,3452.3007911853347,1
1809.4988032690335,2833.9744393415813,2
1804.3828990747118,2846.1570406612527,2
1775.1584513758899,2856.97744772854,2
1787.640627284347,2846.669139052769,2
1820.507966786967,2844.323502400026,2
1801.2647338104837,2847.4421634124183,2
1802.1473892517256,2869.4076940950213,2
1784.070254550163,2846.742362448133,2
1770.5899586447406,2853.3354439767627,2
1796.7218502509606,2841.283334154799,2
1796.965304848982,2851.4747594538935,2
1806.3094458469857,2838.3709531657296,2
1963.8892099809218,2407.6701113959375,3
1938.0576215320552,2412.5429882034246,3
1974.9276401092643,2418.2650422012616,3
1965.1463012730094,2413.2566204839554,3
1962.9714415453152,2425.417388819746,3
1937.1931173999421,2421.663748473244,3
1946.448415440923,2393.7801529875605,3
1940.6259903404034,2404.239135081743,3
1960.337834565524,2406.485843688059,3
1946.7861631641704,2419.170880353528,3
1958.5113933243324,2415.214277980057,3
1958.730829401084,2417.1517396800355,3
1195.660683359007,3855.636114110704,4
1204.331927228518,3848.386439035879,4
1192.2403880085744,3849.429632708876,4
1200.5325966783068,3837.0931011800803,4
1187.842581959226,3867.534939792846,4
1196.5382895188388,3852.932944682285,4
1199.9276747089211,3839.848515168608,4
1199.682896034796,3829.418125119423,4
1200.0467889905578,3874.2437273735436,4
1203.428493711977,3867.974727992249,4
1217.20163887686,3859.0540334594393,4
1200.1409253549216,3877.54539639271,4
2167.1922560450002,2281.3844726235247,5
2179.7319055984026,2244.7072814373428,5
2196.4430431917676,2254.803788745092,5
2184.0149290165646,2253.0945358035183,5
2186.758096022466,2249.4155012170995,5
2193.5445202124483,2253.030943812483,5
2203.4585139182022,2241.277354241994,5
2183.245880644039,2247.7171437859124,5
2178.928263523551,2243.4355678811016,5
2188.625251563038,2265.2938055311665,5
2178.8279746095327,2256.416493952419,5
2177.49972479281,2261.7471370679036,5
3536.78624642231,2751.854979195518,6
3524.577356044145,2771.6957138117955,6
3508.940287078201,2759.24400056296,6
3545.7940359512318,2759.2589857070952,6
3535.704809448348,2747.542284383145,6
3547.101495262087,2775.899257015795,6
3508.6253777662882,2779.7812785605456,6
3512.568807091902,2772.572451978892,6
3531.83032577602,2787.9182041350023,6
3508.159682561248,2767.441287368826,6
3501.614918057652,2759.5745206921283,6
3527.8048764130585,2774.3779518846354,6
3727.7471147930855,3261.582076460424,7
3708.0725499180053,3246.177336145496,7
3731.438433393209,3243.567092756562,7
3714.232167625195,3259.643688238963,7
3716.0431889334836,3269.4793412006406,7
3709.7164018696926,3269.7287543226344,7
3737.0285153595655,3259.898569773544,7
3723.9722045750855,3239.4132010511817,7
3709.6156165791667,3259.6692186043665,7
3718.5147572995284,3261.5016933676807,7
3714.1508515501264,3251.857894560468,7
3728.0547620746315,3284.006719738753,7
1540.2455675532674,1614.4540323332606,8
1532.2085728738682,1595.3280884677797,8
1530.8860418037252,1594.6311202143715,8
1522.5143867534891,1616.974813571206,8
1542.0572362911755,1603.103662954673,8
1558.9932532941339,1595.5776883478968,8
1529.4298866010065,1605.8927903917856,8
1548.517705784091,1588.431388633131,8
1542.1012122761836,1569.1204607036686,8
1509.5417144557618,1582.9244532588755,8
1530.7332466771038,1607.5319508625917,8
1532.279845588479,1592.8404821396323,8
3109.899135321589,1004.4146362142324,9
3117.2826369785626,982.6102796272238,9
3085.5723022769735,983.3728938534344,9
3118.185502091017,996.5124406103158,9
3134.7375404869726,983.8572717849495,9
3123.1943782238227,991.7090045240345,9
3116.324594722622,1002.2284026689298,9
3113.3626759507406,1000.12568782798,9
3128.2304279108403,1000.8271016892237,9
3107.371736488894,984.7454513891746,9
3102.445167645132,984.8544566703141,9
3119.6713867004446,994.19674146051,9
2318.3559429505635,1688.5659805701046,10
2309.568790492277,1683.4667376659636,10
2326.208093045032,1686.2174760452738,10
2323.268530294033,1677.2553429553793,10
2318.8869477428457,1687.4072460077705,10
2327.034137829322,1697.5770350489213,10
2324.4394791694103,1694.5109589748026,10
2348.888431372334,1697.4158603756991,10
2326.0211211856235,1687.7400737106873,10
2339.642550087658,1713.2794565080842,10
2307.8700726400384,1670.323968829817,10
2324.429399433986,1669.7708221134121,10
808.2649781493093,1793.3082766130397,11
811.4536000214702,1772.991394947597,11
822.9730582758609,1790.6856943117411,11
785.1319615822075,1798.646489906966,11
804.3166677773604,1799.7177737193608,11
807.9428317425991,1793.909677738343,11
821.8570544667649,1780.1030316519964,11
835.5339515971799,1798.7437496314071,11
797.0306269822913,1779.842007779286,11
830.7648033792142,1783.2433478619319,11
797.1831018799984,1823.2227332140762,11
807.8662004425261,1799.1522614882422,11
2235.754919953522,3776.905913398585,12
2223.8210618938356,3770.361373260002,12
2256.2688017548785,3776.979433714083,12
2232.3539501740183,3767.4319638494494,12
2210.249201220272,3785.349663478728,12
2249.0338620232224,3769.6289398964886,12
2225.347074326423,3811.9981326182015,12
2247.137454470963,3797.165441084291,12
2234.2503411861762,3787.634582988584,12
2222.881469526048,3799.297276156838,12
2252.794667873846,3788.857302292591,12
2232.4705637963752,3786.7696159883176,12
1241.435128394949,2823.879529151862,13
1256.620385872543,2830.254024083427,13
1242.9264837229755,2852.390487394656,13
1240.360494708011,2838.8983089408407,13
1247.491321098332,2839.089575866687,13
1234.7295502611353,2819.0425924649726,13
1262.3827119566279,2848.110878996061,13
1249.0925210597604,2822.266206990164,13
1229.0350241036363,2825.46817130707,13
1239.0657514492143,2843.153927919577,13
1224.5817509583221,2861.8768369486747,13
1231.847703517182,2852.686654245438,13
885.6407885324538,1735.9848339810433,14
885.8698329672285,1742.734717855547,14
901.4921425818903,1720.3491503022913,14
901.1199950812535,1721.7454349192033,14
874.9421168182702,1733.0002324036307,14
884.895035635562,1744.770369623905,14
885.5544293774157,1731.590295635798,14
893.948889463573,1733.631066650967,14
903.5526055983777,1760.4757970670719,14
889.5856373310668,1742.9401746785982,14
877.9602308037156,1732.2650097081007,14
887.8442395720471,1727.009352415781,14
1689.0732097467762,414.23485128465023,15
1675.2120463947679,401.0769189493625,15
1679.310022262799,398.6578904179793,15
1683.8292493541205,392.18479191607145,15
1677.2514195551933,382.8212628013837,15
1675.5956129894173,409.60599868411686,15
1673.395731437906,417.21345794076234,15
1684.133511588443,402.1174079880249,15
1683.1683781659165,436.05984004795323,15
1697.5283609040596,433.8150644033185,15
1690.5898279908224,404.7626522894802,15
1656.5661791043422,418.6478281401037,15
842.8453096359206,871.1713548686876,16
836.0487062797798,904.3201305964386,16
863.6047057464331,895.1784788118122,16
837.6762047504894,873.3928906927514,16
865.9774864314911,872.3205020796277,16
860.3176069020666,889.9893651724974,16
870.1554641949017,889.3053513559198,16
858.7874335518203,886.1729653449712,16
856.4633621641066,898.5931576019409,16
877.9040894528408,881.7794548393163,16
869.413376845169,887.2915042765002,16
859.97826428971,886.2084868522446,16
2729.718757675345,787.9861668399101,17
2716.8770456747993,798.852403183757,17
2737.1632929206276,809.9934809525481,17
2741.8950839547424,789.6822168552009,17
2742.961525891197,812.1196223334412,17
2718.29541507114,826.7714272016245,17
2736.1656009717644,833.6819276044703,17
2729.552075124655,806.618654382127,17
2737.5721599087037,791.272651028557,17
2737.66400348819,806.1345385200681,17
2735.7192789209253,809.1904678939184,17
2757.789941585569,787.0349014370474,17
268.28246415064865,1387.0928313557088,18
274.9560885961395,1372.6815862335668,18
263.9905141487348,1402.047776308629,18
279.3540661822401,1366.506890514887,18
263.11367577330253,1367.9183522531944,18
289.41525685156023,1403.621402863988,18
261.61375641904164,1411.9007460709827,18
255.14785832668696,1397.1223080274692,18
251.52377707564426,1404.4974988447418,18
261.8455706955531,1390.8462047347987,18
268.0411784293118,1385.468828935444,18
267.2779949443207,1387.8730664340474,18
