"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",2
"23",2
"24",2
"25",2
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",3
"41",3
"42",3
"43",3
"44",3
"45",3
"46",3
"47",3
"48",3
"49",3
"50",3
"51",3
"52",3
"53",3
"54",3
"55",3
"56",3
"57",3
"58",3
"59",3
"60",3
"61",3
"62",4
"63",4
"64",4
"65",4
"66",4
"67",4
"68",4
"69",4
"70",4
"71",4
"72",4
"73",4
"74",4
"75",4
"76",4
"77",4
"78",4
"79",4
"80",4
"81",4
"82",5
"83",5
"84",5
"85",5
"86",5
"87",5
"88",5
"89",5
"90",5
"91",5
"92",5
"93",5
"94",5
"95",5
"96",5
"97",5
"98",5
"99",5
"100",5
"101",5
"102",5
"103",5
"104",5
"105",5
"106",5
"107",5
"108",5
"109",5
"110",5
"111",5
"112",5
"113",5
"114",5
"115",5
"116",6
"117",6
"118",6
"119",6
"120",6
"121",6
"122",6
"123",6
"124",6
"125",6
"126",6
"127",6
"128",6
"129",6
"130",6
"131",6
"132",6
"133",6
"134",6
"135",6
"136",6
"137",6
"138",6
"139",6
"140",6
"141",6
"142",6
"143",6
"144",6
"145",7
"146",7
"147",7
"148",7
"149",7
"150",7
"151",7
"152",7
"153",7
"154",7
"155",7
"156",7
"157",7
"158",7
"159",7
"160",7
"161",7
"162",7
"163",7
"164",7
"165",7
"166",7
"167",7
"168",7
"169",7
"170",7
"171",8
"172",8
"173",8
"174",8
"175",8
"176",8
"177",8
"178",8
"179",8
"180",8
"181",8
"182",8
"183",8
"184",8
"185",8
"186",8
"187",8
"188",8
"189",8
"190",8
"191",9
"192",9
"193",9
"194",9
"195",9
"196",9
"197",9
"198",9
"199",9
"200",9
"201",9
"202",9
"203",9
"204",9
"205",9
"206",9
"207",9
"208",9
"209",10
"210",10
"211",10
"212",10
"213",10
"214",10
"215",10
"216",10
"217",10
"218",10
"219",10
"220",10
"221",11
"222",11
"223",11
"224",11
"225",11
"226",11
"227",11
"228",11
"229",11
"230",11
"231",11
"232",11
"233",11
"234",11
"235",11
"236",11
"237",11
"238",11
"239",11
"240",11
"241",11
"242",11
"243",12
"244",12
"245",12
"246",12
"247",12
"248",12
"249",12
"250",12
"251",12
"252",12
"253",12
"254",12
"255",12
"256",12
"257",12
"258",12
"259",12
"260",12
"261",12
"262",12
"263",12
"264",12
"265",12
"266",12
"267",12
"268",12
"269",12
"270",12
"271",12
"272",12
"273",12
"274",12
"275",13
"276",13
"277",13
"278",13
"279",13
"280",13
"281",13
"282",13
"283",13
"284",13
"285",13
"286",13
"287",13
"288",13
"289",13
"290",13
"291",13
"292",13
"293",13
"294",13
"295",13
"296",13
"297",13
"298",13
"299",13
"300",13
"301",13
"302",14
"303",14
"304",14
"305",14
"306",14
"307",14
"308",14
"309",14
"310",14
"311",14
"312",14
"313",15
"314",15
"315",15
"316",15
"317",15
"318",15
"319",15
"320",15
"321",15
"322",15
"323",15
"324",15
"325",15
"326",15
"327",15
"328",15
"329",15
"330",15
"331",16
"332",16
"333",16
"334",16
"335",16
"336",16
"337",16
"338",16
"339",16
"340",16
"341",16
"342",16
"343",16
"344",16
"345",16
"346",16
"347",16
"348",16
"349",16
"350",16
"351",16
"352",16
"353",16
"354",17
"355",17
"356",17
"357",17
"358",17
"359",17
"360",17
"361",17
"362",17
"363",17
"364",17
"365",17
"366",17
"367",17
"368",17
"369",17
"370",17
"371",17
"372",17
"373",17
"374",17
"375",17
"376",17
"377",17
"378",17
"379",17
"380",17
"381",17
"382",17
"383",17
"384",17
"385",17
"386",17
"387",17
"388",18
"389",18
"390",18
"391",18
"392",18
"393",18
"394",18
"395",18
"396",18
"397",18
"398",18
"399",18
"400",18
"401",18
"402",18
"403",18
"404",18
"405",18
"406",18
"407",18
"408",18
"409",18
"410",18
"411",18
"412",18
"413",18
"414",18
"415",18
"416",18
"417",18
"418",18
"419",18
"420",18
"421",19
"422",19
"423",19
"424",19
"425",19
"426",19
"427",19
"428",19
"429",19
"430",19
"431",19
"432",19
"433",19
"434",19
"435",19
"436",19
"437",19
"438",19
"439",19
"440",19
"441",19
"442",19
"443",20
"444",20
"445",20
"446",20
"447",20
"448",20
"449",20
"450",20
"451",20
"452",20
"453",20
"454",20
"455",20
"456",20
"457",20
"458",20
"459",20
"460",20
"461",20
"462",20
"463",20
"464",20
"465",20
"466",20
"467",20
"468",20
"469",20
"470",20
"471",20
"472",20
"473",20
"474",20
"475",20
"476",20
"477",20
"478",21
"479",21
"480",21
"481",21
