"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",1
"24",1
"25",1
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",2
"41",2
"42",2
"43",2
"44",2
"45",2
"46",2
"47",2
"48",2
"49",2
"50",2
"51",3
"52",3
"53",3
"54",3
"55",3
"56",3
"57",3
"58",3
"59",3
"60",3
"61",3
"62",3
"63",3
"64",3
"65",3
"66",3
"67",3
"68",3
"69",3
"70",3
"71",3
"72",3
"73",3
"74",3
"75",3
"76",4
"77",4
"78",4
"79",4
"80",4
"81",4
"82",4
"83",4
"84",4
"85",4
"86",4
"87",4
"88",4
"89",4
"90",4
"91",4
"92",4
"93",4
"94",4
"95",4
"96",4
"97",4
"98",4
"99",4
"100",4
"101",5
"102",5
"103",5
"104",5
"105",5
"106",5
"107",5
"108",5
"109",5
"110",5
"111",5
"112",5
"113",5
"114",5
"115",5
"116",5
"117",5
"118",5
"119",5
"120",5
"121",5
"122",5
"123",5
"124",5
"125",5
"126",6
"127",6
"128",6
"129",6
"130",6
"131",6
"132",6
"133",6
"134",6
"135",6
"136",6
"137",6
"138",6
"139",6
"140",6
"141",6
"142",6
"143",6
"144",6
"145",6
"146",6
"147",6
"148",6
"149",6
"150",6
"151",7
"152",7
"153",7
"154",7
"155",7
"156",7
"157",7
"158",7
"159",7
"160",7
"161",7
"162",7
"163",7
"164",7
"165",7
"166",7
"167",7
"168",7
"169",7
"170",7
"171",7
"172",7
"173",7
"174",7
"175",7
"176",8
"177",8
"178",8
"179",8
"180",8
"181",8
"182",8
"183",8
"184",8
"185",8
"186",8
"187",8
"188",8
"189",8
"190",8
"191",8
"192",8
"193",8
"194",8
"195",8
"196",8
"197",8
"198",8
"199",8
"200",8
"201",9
"202",9
"203",9
"204",9
"205",9
"206",9
"207",9
"208",9
"209",9
"210",9
"211",9
"212",9
"213",9
"214",9
"215",9
"216",9
"217",9
"218",9
"219",9
"220",9
"221",9
"222",9
"223",9
"224",9
"225",9
"226",10
"227",10
"228",10
"229",10
"230",10
"231",10
"232",10
"233",10
"234",10
"235",10
"236",10
"237",10
"238",10
"239",10
"240",10
"241",10
"242",10
"243",10
"244",10
"245",10
"246",10
"247",10
"248",10
"249",10
"250",10
"251",11
"252",11
"253",11
"254",11
"255",11
"256",11
"257",11
"258",11
"259",11
"260",11
"261",11
"262",11
"263",11
"264",11
"265",11
"266",11
"267",11
"268",11
"269",11
"270",11
"271",11
"272",11
"273",11
"274",11
"275",11
"276",12
"277",12
"278",12
"279",12
"280",12
"281",12
"282",12
"283",12
"284",12
"285",12
"286",12
"287",12
"288",12
"289",12
"290",12
"291",12
"292",12
"293",12
"294",12
"295",12
"296",12
"297",12
"298",12
"299",12
"300",12
"301",9
"302",9
"303",9
"304",9
"305",9
"306",9
"307",9
"308",9
"309",9
"310",9
"311",9
"312",9
"313",9
"314",9
"315",9
"316",9
"317",9
"318",9
"319",9
"320",9
"321",9
"322",9
"323",9
"324",9
"325",9
"326",13
"327",13
"328",13
"329",13
"330",13
"331",13
"332",13
"333",13
"334",13
"335",13
"336",13
"337",13
"338",13
"339",13
"340",13
"341",13
"342",13
"343",13
"344",13
"345",13
"346",13
"347",13
"348",13
"349",13
"350",13
"351",14
"352",14
"353",14
"354",14
"355",14
"356",14
"357",14
"358",14
"359",14
"360",14
"361",14
"362",14
"363",14
"364",14
"365",14
"366",14
"367",14
"368",14
"369",14
"370",14
"371",14
"372",14
"373",14
"374",14
"375",14
"376",15
"377",15
"378",15
"379",15
"380",15
"381",15
"382",15
"383",15
"384",15
"385",15
"386",15
"387",15
"388",15
"389",15
"390",15
"391",15
"392",15
"393",15
"394",15
"395",15
"396",15
"397",15
"398",15
"399",15
"400",15
"401",16
"402",16
"403",16
"404",16
"405",16
"406",16
"407",16
"408",16
"409",16
"410",16
"411",16
"412",16
"413",16
"414",16
"415",16
"416",16
"417",16
"418",16
"419",16
"420",16
"421",16
"422",16
"423",16
"424",16
"425",16
"426",17
"427",17
"428",17
"429",17
"430",17
"431",17
"432",17
"433",17
"434",17
"435",17
"436",17
"437",17
"438",17
"439",17
"440",17
"441",17
"442",17
"443",17
"444",17
"445",17
"446",17
"447",17
"448",17
"449",17
"450",17
"451",18
"452",18
"453",18
"454",18
"455",18
"456",18
"457",18
"458",18
"459",18
"460",18
"461",18
"462",18
"463",18
"464",18
"465",18
"466",18
"467",18
"468",18
"469",18
"470",18
"471",18
"472",18
"473",18
"474",18
"475",18
"476",19
"477",19
"478",19
"479",19
"480",19
"481",19
