"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",2
"14",2
"15",2
"16",2
"17",2
"18",2
"19",2
"20",2
"21",2
"22",2
"23",2
"24",2
"25",3
"26",3
"27",3
"28",3
"29",3
"30",3
"31",3
"32",3
"33",3
"34",3
"35",3
"36",3
"37",4
"38",4
"39",4
"40",4
"41",4
"42",4
"43",4
"44",4
"45",4
"46",4
"47",4
"48",4
"49",5
"50",5
"51",5
"52",5
"53",5
"54",5
"55",5
"56",5
"57",5
"58",5
"59",5
"60",5
"61",6
"62",6
"63",6
"64",6
"65",6
"66",6
"67",6
"68",6
"69",6
"70",6
"71",6
"72",6
"73",7
"74",7
"75",7
"76",7
"77",7
"78",7
"79",7
"80",7
"81",7
"82",7
"83",7
"84",7
"85",8
"86",8
"87",8
"88",8
"89",8
"90",8
"91",8
"92",8
"93",8
"94",8
"95",8
"96",8
"97",9
"98",9
"99",9
"100",9
"101",9
"102",9
"103",9
"104",9
"105",9
"106",9
"107",9
"108",9
"109",10
"110",10
"111",10
"112",10
"113",10
"114",10
"115",10
"116",10
"117",10
"118",10
"119",10
"120",10
"121",11
"122",11
"123",11
"124",11
"125",11
"126",11
"127",11
"128",11
"129",11
"130",11
"131",11
"132",11
"133",12
"134",12
"135",12
"136",12
"137",12
"138",12
"139",12
"140",12
"141",12
"142",12
"143",12
"144",12
"145",13
"146",13
"147",13
"148",13
"149",13
"150",13
"151",13
"152",13
"153",13
"154",13
"155",13
"156",13
"157",14
"158",14
"159",14
"160",14
"161",14
"162",14
"163",14
"164",14
"165",14
"166",14
"167",14
"168",14
"169",15
"170",15
"171",15
"172",15
"173",15
"174",15
"175",15
"176",15
"177",15
"178",15
"179",15
"180",15
"181",16
"182",16
"183",16
"184",16
"185",16
"186",16
"187",16
"188",16
"189",16
"190",16
"191",16
"192",16
"193",17
"194",17
"195",17
"196",17
"197",17
"198",17
"199",17
"200",17
"201",17
"202",17
"203",17
"204",17
"205",18
"206",18
"207",18
"208",18
"209",18
"210",18
"211",18
"212",18
"213",18
"214",18
"215",18
"216",18
"217",19
"218",19
"219",19
"220",19
"221",19
"222",19
"223",19
"224",19
"225",19
"226",19
"227",19
"228",19
"229",20
"230",20
"231",20
"232",20
"233",20
"234",20
"235",20
"236",20
"237",20
"238",20
"239",20
"240",20
"241",21
"242",21
"243",21
"244",21
"245",21
"246",21
"247",21
"248",21
"249",21
"250",21
"251",21
"252",21
"253",22
"254",22
"255",22
"256",22
"257",22
"258",22
"259",22
"260",22
"261",22
"262",22
"263",22
"264",22
"265",23
"266",23
"267",23
"268",23
"269",23
"270",23
"271",23
"272",23
"273",23
"274",23
"275",23
"276",23
"277",24
"278",24
"279",24
"280",24
"281",24
"282",24
"283",24
"284",24
"285",24
"286",24
"287",24
"288",24
"289",25
"290",25
"291",25
"292",25
"293",25
"294",25
"295",25
"296",25
"297",25
"298",25
"299",25
"300",25
"301",26
"302",26
"303",26
"304",26
"305",26
"306",26
"307",26
"308",26
"309",26
"310",26
"311",26
"312",26
"313",27
"314",27
"315",27
"316",27
"317",27
"318",27
"319",27
"320",27
"321",27
"322",27
"323",27
"324",27
"325",28
"326",28
"327",28
"328",28
"329",28
"330",28
"331",28
"332",28
"333",28
"334",28
"335",28
"336",28
"337",29
"338",29
"339",29
"340",29
"341",29
"342",29
"343",29
"344",29
"345",29
"346",29
"347",29
"348",29
"349",30
"350",30
"351",30
"352",30
"353",30
"354",30
"355",30
"356",30
"357",30
"358",30
"359",30
"360",30
"361",31
"362",31
"363",31
"364",31
"365",31
"366",31
"367",31
"368",31
"369",31
"370",31
"371",31
"372",31
"373",32
"374",32
"375",32
"376",32
"377",32
"378",32
"379",32
"380",32
"381",32
"382",32
"383",32
"384",32
"385",33
"386",33
"387",33
"388",33
"389",33
"390",33
"391",33
"392",33
"393",33
"394",33
"395",33
"396",33
"397",34
"398",34
"399",34
"400",34
"401",34
"402",34
"403",34
"404",34
"405",34
"406",34
"407",34
"408",34
"409",35
"410",35
"411",35
"412",35
"413",35
"414",35
"415",35
"416",35
"417",35
"418",35
"419",35
"420",35
"421",36
"422",36
"423",36
"424",36
"425",36
"426",36
"427",36
"428",36
"429",36
"430",36
"431",36
"432",36
"433",37
"434",37
"435",37
"436",37
"437",37
"438",37
"439",37
"440",37
"441",37
"442",37
"443",37
"444",37
"445",38
"446",38
"447",38
"448",38
"449",38
"450",38
"451",38
"452",38
"453",38
"454",38
"455",38
"456",38
"457",39
"458",39
"459",39
"460",39
"461",39
"462",39
"463",39
"464",39
"465",39
"466",39
"467",39
"468",39
"469",40
"470",40
"471",40
"472",40
"473",40
"474",40
"475",40
"476",40
"477",40
"478",40
"479",40
"480",40
"481",0
