"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",2
"13",2
"14",2
"15",2
"16",2
"17",2
"18",2
"19",2
"20",2
"21",2
"22",2
"23",2
"24",2
"25",2
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",2
"41",2
"42",2
"43",2
"44",3
"45",3
"46",3
"47",3
"48",3
"49",3
"50",3
"51",3
"52",3
"53",3
"54",3
"55",3
"56",3
"57",3
"58",3
"59",3
"60",3
"61",3
"62",3
"63",3
"64",3
"65",3
"66",3
"67",3
"68",3
"69",3
"70",3
"71",3
"72",3
"73",3
"74",3
"75",3
"76",3
"77",4
"78",4
"79",4
"80",4
"81",4
"82",4
"83",4
"84",4
"85",4
"86",4
"87",4
"88",4
"89",4
"90",4
"91",4
"92",4
"93",4
"94",4
"95",4
"96",4
"97",4
"98",4
"99",4
"100",4
"101",4
"102",4
"103",4
"104",4
"105",4
"106",4
"107",4
"108",4
"109",4
"110",4
"111",4
"112",4
"113",5
"114",5
"115",5
"116",5
"117",5
"118",5
"119",5
"120",5
"121",5
"122",5
"123",6
"124",6
"125",6
"126",6
"127",6
"128",6
"129",6
"130",6
"131",6
"132",6
"133",6
"134",6
"135",6
"136",6
"137",6
"138",6
"139",6
"140",6
"141",6
"142",6
"143",6
"144",6
"145",6
"146",6
"147",6
"148",6
"149",6
"150",6
"151",7
"152",7
"153",7
"154",7
"155",7
"156",7
"157",7
"158",7
"159",7
"160",7
"161",7
"162",7
"163",7
"164",7
"165",7
"166",7
"167",7
"168",7
"169",7
"170",7
"171",7
"172",7
"173",7
"174",7
"175",7
"176",7
"177",7
"178",7
"179",7
"180",7
"181",8
"182",8
"183",8
"184",8
"185",8
"186",8
"187",8
"188",8
"189",8
"190",8
"191",8
"192",8
"193",8
"194",8
"195",8
"196",8
"197",8
"198",8
"199",8
"200",8
"201",8
"202",8
"203",8
"204",8
"205",8
"206",8
"207",8
"208",8
"209",8
"210",8
"211",8
"212",8
"213",8
"214",8
"215",8
"216",8
"217",8
"218",8
"219",8
"220",9
"221",9
"222",9
"223",9
"224",9
"225",9
"226",9
"227",9
"228",9
"229",9
"230",9
"231",9
"232",9
"233",9
"234",9
"235",9
"236",9
"237",9
"238",9
"239",9
"240",10
"241",10
"242",10
"243",10
"244",10
"245",10
"246",10
"247",10
"248",10
"249",10
"250",10
"251",10
"252",10
"253",10
"254",10
"255",10
"256",11
"257",11
"258",11
"259",11
"260",11
"261",11
"262",11
"263",11
"264",11
"265",11
"266",11
"267",11
"268",11
"269",11
"270",11
"271",11
"272",11
"273",11
"274",11
"275",12
"276",12
"277",12
"278",12
"279",12
"280",12
"281",12
"282",12
"283",12
"284",12
"285",12
"286",12
"287",12
"288",13
"289",13
"290",13
"291",13
"292",13
"293",13
"294",13
"295",13
"296",13
"297",13
"298",13
"299",13
"300",13
"301",13
"302",13
"303",13
"304",13
"305",13
"306",13
"307",14
"308",14
"309",14
"310",14
"311",14
"312",14
"313",14
"314",14
"315",14
"316",14
"317",14
"318",14
"319",14
"320",14
"321",15
"322",15
"323",15
"324",15
"325",15
"326",15
"327",15
"328",15
"329",15
"330",15
"331",15
"332",15
"333",15
"334",15
"335",15
"336",15
"337",15
"338",15
"339",15
"340",15
"341",15
"342",15
"343",15
"344",15
"345",16
"346",16
"347",16
"348",16
"349",16
"350",16
"351",16
"352",16
"353",16
"354",16
"355",16
"356",16
"357",16
"358",16
"359",16
"360",16
"361",16
"362",16
"363",16
"364",16
"365",16
"366",16
"367",16
"368",17
"369",17
"370",17
"371",17
"372",17
"373",17
"374",17
"375",17
"376",17
"377",17
"378",17
"379",17
"380",17
"381",17
"382",17
"383",17
"384",17
"385",17
"386",17
"387",17
"388",17
"389",17
"390",17
"391",17
"392",17
"393",17
"394",17
"395",17
"396",17
"397",17
"398",17
"399",17
"400",17
"401",17
"402",17
"403",17
"404",17
"405",17
"406",17
"407",18
"408",18
"409",18
"410",18
"411",18
"412",18
"413",18
"414",18
"415",18
"416",18
"417",18
"418",18
"419",18
"420",18
"421",18
"422",18
"423",18
"424",18
"425",18
"426",18
"427",18
"428",18
"429",18
"430",18
"431",18
"432",18
"433",19
"434",19
"435",19
"436",19
"437",19
"438",19
"439",19
"440",19
"441",19
"442",19
"443",19
"444",19
"445",19
"446",19
"447",19
"448",19
"449",19
"450",19
"451",19
"452",19
"453",19
"454",19
"455",19
"456",19
"457",19
"458",19
"459",19
"460",19
"461",19
"462",19
"463",19
"464",19
"465",19
"466",19
"467",19
"468",20
"469",20
"470",20
"471",20
"472",20
"473",20
"474",20
"475",20
"476",20
"477",20
"478",21
"479",21
"480",21
"481",21
