"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",2
"23",2
"24",2
"25",2
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",3
"36",3
"37",3
"38",3
"39",3
"40",3
"41",3
"42",3
"43",3
"44",3
"45",3
"46",3
"47",3
"48",3
"49",3
"50",3
"51",3
"52",3
"53",3
"54",3
"55",3
"56",3
"57",3
"58",3
"59",3
"60",3
"61",3
"62",3
"63",3
"64",3
"65",4
"66",4
"67",4
"68",4
"69",4
"70",4
"71",4
"72",4
"73",4
"74",4
"75",4
"76",4
"77",4
"78",4
"79",4
"80",4
"81",4
"82",4
"83",5
"84",5
"85",5
"86",5
"87",5
"88",5
"89",5
"90",5
"91",5
"92",5
"93",5
"94",5
"95",5
"96",5
"97",5
"98",5
"99",5
"100",5
"101",5
"102",5
"103",5
"104",5
"105",5
"106",5
"107",5
"108",5
"109",5
"110",5
"111",5
"112",5
"113",5
"114",5
"115",5
"116",5
"117",5
"118",5
"119",5
"120",5
"121",5
"122",6
"123",6
"124",6
"125",6
"126",6
"127",6
"128",6
"129",6
"130",6
"131",6
"132",6
"133",7
"134",7
"135",7
"136",7
"137",7
"138",7
"139",7
"140",7
"141",7
"142",7
"143",7
"144",7
"145",7
"146",7
"147",7
"148",7
"149",7
"150",7
"151",7
"152",7
"153",7
"154",7
"155",7
"156",7
"157",7
"158",7
"159",8
"160",8
"161",8
"162",8
"163",8
"164",8
"165",8
"166",8
"167",8
"168",8
"169",9
"170",9
"171",9
"172",9
"173",9
"174",9
"175",9
"176",9
"177",9
"178",9
"179",9
"180",9
"181",9
"182",9
"183",9
"184",9
"185",9
"186",9
"187",9
"188",9
"189",9
"190",9
"191",9
"192",9
"193",9
"194",9
"195",9
"196",10
"197",10
"198",10
"199",10
"200",10
"201",10
"202",10
"203",10
"204",10
"205",10
"206",10
"207",10
"208",10
"209",10
"210",10
"211",10
"212",10
"213",10
"214",11
"215",11
"216",11
"217",11
"218",11
"219",11
"220",11
"221",11
"222",11
"223",11
"224",11
"225",11
"226",11
"227",11
"228",11
"229",11
"230",11
"231",11
"232",11
"233",11
"234",11
"235",11
"236",11
"237",11
"238",11
"239",11
"240",11
"241",11
"242",11
"243",11
"244",11
"245",11
"246",11
"247",11
"248",11
"249",11
"250",11
"251",11
"252",11
"253",12
"254",12
"255",12
"256",12
"257",12
"258",12
"259",12
"260",12
"261",12
"262",12
"263",13
"264",13
"265",13
"266",13
"267",13
"268",13
"269",13
"270",13
"271",13
"272",13
"273",13
"274",13
"275",13
"276",13
"277",13
"278",13
"279",13
"280",13
"281",13
"282",13
"283",13
"284",13
"285",13
"286",13
"287",13
"288",13
"289",14
"290",14
"291",14
"292",14
"293",14
"294",14
"295",14
"296",14
"297",14
"298",14
"299",14
"300",14
"301",14
"302",14
"303",14
"304",14
"305",14
"306",14
"307",14
"308",15
"309",15
"310",15
"311",15
"312",15
"313",15
"314",15
"315",15
"316",15
"317",15
"318",15
"319",15
"320",15
"321",15
"322",15
"323",15
"324",16
"325",16
"326",16
"327",16
"328",16
"329",16
"330",16
"331",16
"332",16
"333",16
"334",16
"335",16
"336",16
"337",16
"338",16
"339",16
"340",16
"341",16
"342",16
"343",16
"344",16
"345",16
"346",16
"347",16
"348",16
"349",8
"350",8
"351",8
"352",8
"353",8
"354",8
"355",8
"356",8
"357",8
"358",8
"359",8
"360",8
"361",8
"362",8
"363",8
"364",17
"365",17
"366",17
"367",17
"368",17
"369",17
"370",17
"371",17
"372",17
"373",17
"374",17
"375",17
"376",17
"377",17
"378",17
"379",17
"380",17
"381",17
"382",17
"383",17
"384",17
"385",17
"386",17
"387",17
"388",17
"389",17
"390",17
"391",17
"392",17
"393",17
"394",17
"395",18
"396",18
"397",18
"398",18
"399",18
"400",18
"401",18
"402",18
"403",18
"404",18
"405",18
"406",18
"407",18
"408",18
"409",18
"410",18
"411",18
"412",18
"413",18
"414",18
"415",18
"416",18
"417",18
"418",18
"419",18
"420",19
"421",19
"422",19
"423",19
"424",19
"425",19
"426",19
"427",19
"428",19
"429",19
"430",19
"431",19
"432",19
"433",19
"434",19
"435",19
"436",19
"437",19
"438",19
"439",19
"440",19
"441",19
"442",19
"443",19
"444",19
"445",19
"446",19
"447",19
"448",19
"449",19
"450",19
"451",20
"452",20
"453",20
"454",20
"455",20
"456",20
"457",20
"458",20
"459",20
"460",20
"461",20
"462",20
"463",20
"464",21
"465",21
"466",21
"467",21
"468",21
"469",21
"470",21
"471",21
"472",21
"473",21
"474",21
"475",21
"476",21
"477",21
"478",21
"479",21
"480",21
"481",21
