"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",1
"24",1
"25",1
"26",1
"27",1
"28",1
"29",1
"30",1
"31",1
"32",1
"33",1
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",2
"41",2
"42",2
"43",2
"44",2
"45",2
"46",2
"47",2
"48",2
"49",2
"50",2
"51",2
"52",2
"53",2
"54",2
"55",2
"56",2
"57",2
"58",2
"59",2
"60",2
"61",2
"62",2
"63",2
"64",2
"65",2
"66",2
"67",3
"68",3
"69",3
"70",3
"71",3
"72",3
"73",3
"74",3
"75",3
"76",3
"77",3
"78",3
"79",3
"80",3
"81",3
"82",3
"83",3
"84",3
"85",3
"86",3
"87",3
"88",3
"89",3
"90",3
"91",3
"92",3
"93",3
"94",3
"95",3
"96",3
"97",3
"98",3
"99",3
"100",3
"101",3
"102",3
"103",3
"104",3
"105",4
"106",4
"107",4
"108",4
"109",4
"110",4
"111",4
"112",4
"113",4
"114",4
"115",4
"116",4
"117",4
"118",4
"119",4
"120",4
"121",5
"122",5
"123",5
"124",5
"125",5
"126",5
"127",5
"128",5
"129",5
"130",5
"131",5
"132",5
"133",5
"134",5
"135",5
"136",5
"137",5
"138",5
"139",5
"140",5
"141",5
"142",5
"143",5
"144",5
"145",5
"146",5
"147",5
"148",5
"149",5
"150",6
"151",6
"152",6
"153",6
"154",6
"155",6
"156",6
"157",6
"158",6
"159",6
"160",6
"161",7
"162",7
"163",7
"164",7
"165",7
"166",7
"167",7
"168",7
"169",7
"170",7
"171",7
"172",7
"173",7
"174",7
"175",7
"176",7
"177",8
"178",8
"179",8
"180",8
"181",8
"182",8
"183",8
"184",8
"185",8
"186",8
"187",8
"188",8
"189",8
"190",8
"191",8
"192",8
"193",8
"194",8
"195",8
"196",8
"197",8
"198",8
"199",8
"200",9
"201",9
"202",9
"203",9
"204",9
"205",9
"206",9
"207",9
"208",9
"209",9
"210",9
"211",9
"212",9
"213",9
"214",9
"215",9
"216",9
"217",9
"218",9
"219",9
"220",9
"221",9
"222",9
"223",9
"224",10
"225",10
"226",10
"227",10
"228",10
"229",10
"230",10
"231",10
"232",10
"233",10
"234",10
"235",10
"236",10
"237",10
"238",10
"239",10
"240",10
"241",10
"242",10
"243",10
"244",10
"245",10
"246",11
"247",11
"248",11
"249",11
"250",11
"251",11
"252",11
"253",11
"254",11
"255",11
"256",11
"257",11
"258",11
"259",11
"260",11
"261",11
"262",11
"263",11
"264",11
"265",11
"266",11
"267",11
"268",11
"269",11
"270",11
"271",11
"272",11
"273",11
"274",11
"275",11
"276",11
"277",11
"278",11
"279",11
"280",11
"281",11
"282",11
"283",11
"284",12
"285",12
"286",12
"287",12
"288",12
"289",12
"290",12
"291",12
"292",12
"293",12
"294",12
"295",12
"296",12
"297",12
"298",12
"299",12
"300",12
"301",13
"302",13
"303",13
"304",13
"305",13
"306",13
"307",13
"308",13
"309",13
"310",13
"311",13
"312",13
"313",13
"314",13
"315",13
"316",13
"317",13
"318",14
"319",14
"320",14
"321",14
"322",14
"323",14
"324",14
"325",14
"326",14
"327",14
"328",14
"329",14
"330",14
"331",14
"332",14
"333",14
"334",14
"335",15
"336",15
"337",15
"338",15
"339",15
"340",15
"341",15
"342",15
"343",15
"344",15
"345",15
"346",15
"347",15
"348",15
"349",15
"350",15
"351",15
"352",15
"353",15
"354",15
"355",15
"356",15
"357",15
"358",15
"359",15
"360",15
"361",15
"362",15
"363",15
"364",15
"365",15
"366",15
"367",15
"368",15
"369",15
"370",15
"371",15
"372",15
"373",16
"374",16
"375",16
"376",16
"377",16
"378",16
"379",16
"380",16
"381",16
"382",16
"383",17
"384",17
"385",17
"386",17
"387",17
"388",17
"389",17
"390",17
"391",17
"392",17
"393",17
"394",17
"395",17
"396",17
"397",17
"398",17
"399",17
"400",17
"401",17
"402",17
"403",18
"404",18
"405",18
"406",18
"407",18
"408",18
"409",18
"410",18
"411",18
"412",18
"413",19
"414",19
"415",19
"416",19
"417",19
"418",19
"419",19
"420",19
"421",19
"422",19
"423",19
"424",19
"425",19
"426",19
"427",19
"428",19
"429",19
"430",19
"431",19
"432",19
"433",19
"434",19
"435",19
"436",19
"437",19
"438",20
"439",20
"440",20
"441",20
"442",20
"443",20
"444",20
"445",20
"446",20
"447",20
"448",20
"449",20
"450",20
"451",20
"452",20
"453",20
"454",20
"455",20
"456",20
"457",20
"458",20
"459",21
"460",21
"461",21
"462",21
"463",21
"464",21
"465",21
"466",21
"467",21
"468",21
"469",21
"470",21
"471",21
"472",22
"473",22
"474",22
"475",22
"476",22
"477",22
"478",22
"479",22
"480",22
"481",22
