"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",1
"24",1
"25",1
"26",1
"27",1
"28",1
"29",1
"30",1
"31",1
"32",1
"33",1
"34",1
"35",1
"36",1
"37",1
"38",1
"39",2
"40",2
"41",2
"42",2
"43",2
"44",2
"45",2
"46",2
"47",2
"48",2
"49",2
"50",2
"51",2
"52",2
"53",2
"54",2
"55",2
"56",2
"57",2
"58",2
"59",2
"60",2
"61",2
"62",2
"63",2
"64",2
"65",2
"66",2
"67",2
"68",2
"69",2
"70",3
"71",3
"72",3
"73",3
"74",3
"75",3
"76",3
"77",3
"78",3
"79",3
"80",3
"81",3
"82",3
"83",3
"84",3
"85",3
"86",3
"87",3
"88",3
"89",3
"90",3
"91",4
"92",4
"93",4
"94",4
"95",4
"96",4
"97",4
"98",4
"99",4
"100",4
"101",4
"102",4
"103",4
"104",4
"105",4
"106",4
"107",4
"108",4
"109",4
"110",4
"111",4
"112",4
"113",4
"114",4
"115",4
"116",4
"117",4
"118",4
"119",4
"120",4
"121",4
"122",4
"123",4
"124",4
"125",4
"126",4
"127",5
"128",5
"129",5
"130",5
"131",5
"132",5
"133",5
"134",5
"135",5
"136",5
"137",5
"138",5
"139",5
"140",5
"141",5
"142",5
"143",5
"144",5
"145",5
"146",5
"147",5
"148",5
"149",5
"150",5
"151",5
"152",5
"153",5
"154",5
"155",5
"156",5
"157",5
"158",5
"159",6
"160",6
"161",6
"162",6
"163",6
"164",6
"165",6
"166",6
"167",6
"168",6
"169",6
"170",6
"171",6
"172",6
"173",6
"174",6
"175",6
"176",6
"177",6
"178",6
"179",6
"180",6
"181",6
"182",6
"183",6
"184",6
"185",6
"186",6
"187",6
"188",6
"189",6
"190",6
"191",7
"192",7
"193",7
"194",7
"195",7
"196",7
"197",7
"198",7
"199",7
"200",7
"201",7
"202",7
"203",7
"204",7
"205",7
"206",7
"207",7
"208",8
"209",8
"210",8
"211",8
"212",8
"213",8
"214",8
"215",8
"216",8
"217",8
"218",8
"219",8
"220",8
"221",8
"222",8
"223",8
"224",8
"225",8
"226",8
"227",8
"228",8
"229",8
"230",8
"231",8
"232",8
"233",8
"234",8
"235",8
"236",8
"237",8
"238",8
"239",9
"240",9
"241",9
"242",9
"243",9
"244",9
"245",9
"246",9
"247",9
"248",9
"249",9
"250",9
"251",9
"252",9
"253",9
"254",9
"255",9
"256",9
"257",9
"258",9
"259",9
"260",9
"261",9
"262",9
"263",9
"264",9
"265",9
"266",9
"267",9
"268",9
"269",9
"270",10
"271",10
"272",10
"273",10
"274",10
"275",10
"276",10
"277",10
"278",10
"279",10
"280",10
"281",10
"282",10
"283",10
"284",10
"285",10
"286",10
"287",10
"288",10
"289",10
"290",10
"291",10
"292",10
"293",10
"294",10
"295",10
"296",10
"297",10
"298",10
"299",10
"300",10
"301",10
"302",10
"303",11
"304",11
"305",11
"306",11
"307",11
"308",11
"309",11
"310",11
"311",11
"312",11
"313",11
"314",11
"315",11
"316",11
"317",11
"318",11
"319",11
"320",11
"321",11
"322",11
"323",11
"324",12
"325",12
"326",12
"327",12
"328",12
"329",12
"330",12
"331",12
"332",12
"333",12
"334",12
"335",12
"336",12
"337",12
"338",12
"339",12
"340",12
"341",12
"342",12
"343",12
"344",12
"345",12
"346",12
"347",12
"348",12
"349",12
"350",5
"351",5
"352",5
"353",5
"354",5
"355",5
"356",5
"357",5
"358",5
"359",5
"360",5
"361",5
"362",5
"363",5
"364",5
"365",5
"366",5
"367",5
"368",5
"369",5
"370",5
"371",5
"372",5
"373",5
"374",5
"375",5
"376",5
"377",5
"378",5
"379",5
"380",5
"381",5
"382",5
"383",5
"384",5
"385",5
"386",13
"387",13
"388",13
"389",13
"390",13
"391",13
"392",13
"393",13
"394",13
"395",13
"396",13
"397",13
"398",13
"399",14
"400",14
"401",14
"402",14
"403",14
"404",14
"405",14
"406",14
"407",14
"408",14
"409",14
"410",14
"411",14
"412",14
"413",14
"414",14
"415",14
"416",15
"417",15
"418",15
"419",15
"420",15
"421",15
"422",15
"423",15
"424",15
"425",15
"426",15
"427",15
"428",15
"429",15
"430",15
"431",15
"432",15
"433",15
"434",15
"435",15
"436",15
"437",15
"438",15
"439",15
"440",15
"441",15
"442",15
"443",15
"444",15
"445",15
"446",16
"447",16
"448",16
"449",16
"450",16
"451",16
"452",16
"453",16
"454",16
"455",16
"456",16
"457",16
"458",16
"459",16
"460",16
"461",16
"462",16
"463",17
"464",17
"465",17
"466",17
"467",17
"468",17
"469",17
"470",17
"471",17
"472",17
"473",17
"474",17
"475",17
"476",17
"477",17
"478",17
"479",17
"480",17
"481",17
