"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",1
"24",1
"25",2
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",2
"41",2
"42",2
"43",2
"44",2
"45",2
"46",2
"47",2
"48",2
"49",2
"50",2
"51",3
"52",3
"53",3
"54",3
"55",3
"56",3
"57",3
"58",3
"59",3
"60",3
"61",3
"62",3
"63",3
"64",3
"65",3
"66",3
"67",3
"68",3
"69",3
"70",3
"71",3
"72",3
"73",3
"74",3
"75",3
"76",3
"77",3
"78",3
"79",3
"80",3
"81",3
"82",4
"83",4
"84",4
"85",4
"86",4
"87",4
"88",4
"89",4
"90",4
"91",4
"92",4
"93",4
"94",4
"95",4
"96",4
"97",4
"98",4
"99",4
"100",4
"101",4
"102",4
"103",4
"104",5
"105",5
"106",5
"107",5
"108",5
"109",5
"110",5
"111",5
"112",5
"113",5
"114",5
"115",5
"116",5
"117",5
"118",5
"119",5
"120",5
"121",5
"122",5
"123",5
"124",5
"125",5
"126",5
"127",6
"128",6
"129",6
"130",6
"131",6
"132",6
"133",6
"134",6
"135",6
"136",6
"137",6
"138",6
"139",6
"140",6
"141",6
"142",7
"143",7
"144",7
"145",7
"146",7
"147",7
"148",7
"149",7
"150",7
"151",7
"152",7
"153",7
"154",7
"155",7
"156",7
"157",7
"158",7
"159",7
"160",7
"161",7
"162",7
"163",7
"164",7
"165",7
"166",7
"167",7
"168",7
"169",7
"170",7
"171",7
"172",7
"173",7
"174",7
"175",7
"176",8
"177",8
"178",8
"179",8
"180",8
"181",8
"182",8
"183",8
"184",8
"185",8
"186",8
"187",8
"188",8
"189",8
"190",8
"191",9
"192",9
"193",9
"194",9
"195",9
"196",9
"197",9
"198",9
"199",9
"200",9
"201",9
"202",9
"203",9
"204",9
"205",9
"206",9
"207",9
"208",9
"209",9
"210",9
"211",9
"212",9
"213",9
"214",9
"215",9
"216",9
"217",9
"218",9
"219",9
"220",9
"221",9
"222",9
"223",9
"224",9
"225",9
"226",9
"227",9
"228",10
"229",10
"230",10
"231",10
"232",10
"233",10
"234",10
"235",10
"236",10
"237",10
"238",10
"239",10
"240",10
"241",10
"242",10
"243",10
"244",10
"245",10
"246",10
"247",10
"248",10
"249",10
"250",10
"251",10
"252",10
"253",10
"254",10
"255",11
"256",11
"257",11
"258",11
"259",11
"260",11
"261",11
"262",11
"263",11
"264",11
"265",11
"266",11
"267",11
"268",11
"269",11
"270",11
"271",11
"272",11
"273",11
"274",11
"275",11
"276",11
"277",11
"278",11
"279",11
"280",11
"281",11
"282",11
"283",11
"284",11
"285",11
"286",11
"287",11
"288",11
"289",11
"290",12
"291",12
"292",12
"293",12
"294",12
"295",12
"296",12
"297",12
"298",12
"299",12
"300",12
"301",12
"302",12
"303",13
"304",13
"305",13
"306",13
"307",13
"308",13
"309",13
"310",13
"311",13
"312",13
"313",13
"314",13
"315",13
"316",13
"317",13
"318",13
"319",13
"320",13
"321",13
"322",13
"323",13
"324",13
"325",13
"326",13
"327",13
"328",13
"329",13
"330",14
"331",14
"332",14
"333",14
"334",14
"335",14
"336",14
"337",14
"338",14
"339",14
"340",14
"341",14
"342",14
"343",14
"344",14
"345",14
"346",14
"347",14
"348",14
"349",15
"350",15
"351",15
"352",15
"353",15
"354",15
"355",15
"356",15
"357",15
"358",15
"359",15
"360",15
"361",15
"362",15
"363",15
"364",15
"365",15
"366",15
"367",15
"368",15
"369",15
"370",15
"371",15
"372",15
"373",15
"374",15
"375",15
"376",15
"377",15
"378",15
"379",15
"380",15
"381",15
"382",15
"383",15
"384",15
"385",15
"386",16
"387",16
"388",16
"389",16
"390",16
"391",16
"392",16
"393",16
"394",16
"395",16
"396",16
"397",16
"398",16
"399",16
"400",16
"401",16
"402",16
"403",16
"404",16
"405",16
"406",16
"407",16
"408",16
"409",17
"410",17
"411",17
"412",17
"413",17
"414",17
"415",17
"416",17
"417",17
"418",17
"419",17
"420",18
"421",18
"422",18
"423",18
"424",18
"425",18
"426",18
"427",18
"428",18
"429",18
"430",18
"431",18
"432",18
"433",18
"434",18
"435",18
"436",18
"437",18
"438",18
"439",18
"440",18
"441",18
"442",18
"443",19
"444",19
"445",19
"446",19
"447",19
"448",19
"449",19
"450",19
"451",19
"452",19
"453",19
"454",19
"455",19
"456",19
"457",19
"458",19
"459",19
"460",19
"461",19
"462",19
"463",19
"464",19
"465",19
"466",19
"467",19
"468",20
"469",20
"470",20
"471",20
"472",20
"473",20
"474",20
"475",20
"476",20
"477",20
"478",20
"479",20
"480",20
"481",20
