"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",1
"24",1
"25",1
"26",1
"27",1
"28",1
"29",1
"30",1
"31",1
"32",1
"33",1
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",2
"41",2
"42",2
"43",2
"44",2
"45",2
"46",2
"47",2
"48",2
"49",2
"50",2
"51",2
"52",2
"53",2
"54",2
"55",2
"56",2
"57",2
"58",2
"59",2
"60",2
"61",2
"62",2
"63",2
"64",2
"65",2
"66",2
"67",2
"68",2
"69",2
"70",2
"71",2
"72",3
"73",3
"74",3
"75",3
"76",3
"77",3
"78",3
"79",3
"80",3
"81",3
"82",3
"83",3
"84",3
"85",3
"86",3
"87",3
"88",3
"89",3
"90",3
"91",3
"92",3
"93",3
"94",3
"95",3
"96",3
"97",3
"98",3
"99",3
"100",3
"101",3
"102",4
"103",4
"104",4
"105",4
"106",4
"107",4
"108",4
"109",4
"110",4
"111",4
"112",4
"113",4
"114",4
"115",4
"116",4
"117",4
"118",4
"119",4
"120",4
"121",4
"122",4
"123",4
"124",4
"125",4
"126",4
"127",4
"128",5
"129",5
"130",5
"131",5
"132",5
"133",5
"134",5
"135",5
"136",5
"137",5
"138",5
"139",5
"140",5
"141",5
"142",5
"143",6
"144",6
"145",6
"146",6
"147",6
"148",6
"149",6
"150",6
"151",6
"152",6
"153",6
"154",6
"155",6
"156",6
"157",6
"158",6
"159",6
"160",6
"161",6
"162",6
"163",6
"164",6
"165",6
"166",6
"167",6
"168",6
"169",6
"170",6
"171",6
"172",6
"173",6
"174",6
"175",7
"176",7
"177",7
"178",7
"179",7
"180",7
"181",7
"182",7
"183",7
"184",7
"185",7
"186",7
"187",7
"188",7
"189",7
"190",7
"191",7
"192",7
"193",7
"194",7
"195",7
"196",7
"197",7
"198",7
"199",7
"200",7
"201",8
"202",8
"203",8
"204",8
"205",8
"206",8
"207",8
"208",8
"209",8
"210",8
"211",8
"212",8
"213",8
"214",8
"215",8
"216",8
"217",8
"218",8
"219",8
"220",8
"221",8
"222",8
"223",8
"224",8
"225",9
"226",9
"227",9
"228",9
"229",9
"230",9
"231",9
"232",9
"233",9
"234",9
"235",9
"236",9
"237",9
"238",9
"239",9
"240",9
"241",9
"242",9
"243",9
"244",9
"245",9
"246",10
"247",10
"248",10
"249",10
"250",10
"251",10
"252",10
"253",10
"254",10
"255",10
"256",10
"257",10
"258",10
"259",10
"260",10
"261",10
"262",10
"263",10
"264",10
"265",10
"266",10
"267",10
"268",10
"269",10
"270",10
"271",10
"272",10
"273",10
"274",10
"275",10
"276",10
"277",10
"278",11
"279",11
"280",11
"281",11
"282",11
"283",11
"284",11
"285",11
"286",11
"287",11
"288",11
"289",11
"290",11
"291",11
"292",11
"293",11
"294",11
"295",11
"296",11
"297",11
"298",11
"299",11
"300",11
"301",11
"302",11
"303",11
"304",11
"305",11
"306",12
"307",12
"308",12
"309",12
"310",12
"311",12
"312",12
"313",12
"314",12
"315",12
"316",12
"317",12
"318",12
"319",12
"320",12
"321",12
"322",12
"323",12
"324",12
"325",12
"326",12
"327",12
"328",12
"329",12
"330",12
"331",12
"332",13
"333",13
"334",13
"335",13
"336",13
"337",13
"338",13
"339",13
"340",13
"341",13
"342",13
"343",13
"344",13
"345",13
"346",13
"347",13
"348",13
"349",13
"350",13
"351",13
"352",13
"353",13
"354",13
"355",13
"356",13
"357",14
"358",14
"359",14
"360",14
"361",14
"362",14
"363",14
"364",14
"365",14
"366",14
"367",14
"368",14
"369",14
"370",14
"371",14
"372",14
"373",14
"374",14
"375",14
"376",14
"377",14
"378",14
"379",14
"380",14
"381",14
"382",14
"383",14
"384",14
"385",14
"386",14
"387",14
"388",14
"389",14
"390",14
"391",14
"392",14
"393",14
"394",14
"395",14
"396",15
"397",15
"398",15
"399",15
"400",15
"401",15
"402",15
"403",15
"404",15
"405",15
"406",15
"407",15
"408",15
"409",15
"410",15
"411",15
"412",15
"413",15
"414",15
"415",16
"416",16
"417",16
"418",16
"419",16
"420",16
"421",16
"422",16
"423",16
"424",16
"425",16
"426",16
"427",16
"428",16
"429",16
"430",16
"431",16
"432",16
"433",16
"434",16
"435",16
"436",16
"437",16
"438",16
"439",16
"440",16
"441",16
"442",16
"443",16
"444",16
"445",16
"446",16
"447",16
"448",16
"449",17
"450",17
"451",17
"452",17
"453",17
"454",17
"455",17
"456",17
"457",17
"458",17
"459",17
"460",17
"461",17
"462",18
"463",18
"464",18
"465",18
"466",18
"467",18
"468",18
"469",18
"470",18
"471",18
"472",18
"473",18
"474",18
"475",18
"476",18
"477",18
"478",18
"479",18
"480",18
"481",18
