"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",2
"24",2
"25",2
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",2
"36",2
"37",2
"38",3
"39",3
"40",3
"41",3
"42",3
"43",3
"44",3
"45",3
"46",3
"47",3
"48",3
"49",3
"50",3
"51",3
"52",3
"53",4
"54",4
"55",4
"56",4
"57",4
"58",4
"59",4
"60",4
"61",4
"62",4
"63",4
"64",4
"65",5
"66",5
"67",5
"68",5
"69",5
"70",5
"71",5
"72",5
"73",5
"74",5
"75",5
"76",5
"77",5
"78",5
"79",5
"80",5
"81",5
"82",5
"83",6
"84",6
"85",6
"86",6
"87",6
"88",6
"89",6
"90",6
"91",6
"92",6
"93",6
"94",6
"95",6
"96",6
"97",6
"98",6
"99",6
"100",6
"101",6
"102",6
"103",6
"104",6
"105",6
"106",6
"107",7
"108",7
"109",7
"110",7
"111",7
"112",7
"113",7
"114",7
"115",7
"116",7
"117",7
"118",7
"119",7
"120",7
"121",7
"122",7
"123",7
"124",7
"125",7
"126",7
"127",7
"128",7
"129",7
"130",7
"131",7
"132",7
"133",7
"134",7
"135",7
"136",7
"137",7
"138",7
"139",7
"140",7
"141",7
"142",7
"143",8
"144",8
"145",8
"146",8
"147",8
"148",8
"149",8
"150",8
"151",8
"152",8
"153",8
"154",8
"155",8
"156",8
"157",8
"158",8
"159",8
"160",8
"161",8
"162",8
"163",8
"164",8
"165",8
"166",8
"167",8
"168",8
"169",8
"170",8
"171",8
"172",8
"173",8
"174",8
"175",8
"176",8
"177",8
"178",9
"179",9
"180",9
"181",9
"182",9
"183",9
"184",9
"185",9
"186",9
"187",9
"188",9
"189",9
"190",9
"191",9
"192",9
"193",9
"194",9
"195",9
"196",9
"197",9
"198",9
"199",9
"200",9
"201",9
"202",9
"203",9
"204",9
"205",9
"206",10
"207",10
"208",10
"209",10
"210",10
"211",10
"212",10
"213",10
"214",10
"215",10
"216",10
"217",10
"218",10
"219",10
"220",10
"221",10
"222",10
"223",10
"224",10
"225",10
"226",10
"227",10
"228",10
"229",10
"230",10
"231",10
"232",10
"233",10
"234",10
"235",10
"236",10
"237",10
"238",10
"239",10
"240",10
"241",10
"242",10
"243",11
"244",11
"245",11
"246",11
"247",11
"248",11
"249",11
"250",11
"251",11
"252",11
"253",11
"254",11
"255",11
"256",11
"257",11
"258",11
"259",11
"260",11
"261",11
"262",11
"263",11
"264",11
"265",11
"266",11
"267",11
"268",11
"269",11
"270",11
"271",11
"272",11
"273",11
"274",11
"275",11
"276",12
"277",12
"278",12
"279",12
"280",12
"281",12
"282",12
"283",12
"284",12
"285",12
"286",12
"287",12
"288",12
"289",12
"290",12
"291",13
"292",13
"293",13
"294",13
"295",13
"296",13
"297",13
"298",13
"299",13
"300",13
"301",13
"302",13
"303",13
"304",13
"305",13
"306",13
"307",13
"308",13
"309",14
"310",14
"311",14
"312",14
"313",14
"314",14
"315",14
"316",14
"317",14
"318",14
"319",14
"320",14
"321",14
"322",14
"323",14
"324",14
"325",14
"326",14
"327",14
"328",14
"329",14
"330",14
"331",14
"332",14
"333",14
"334",14
"335",14
"336",14
"337",14
"338",14
"339",14
"340",15
"341",15
"342",15
"343",15
"344",15
"345",15
"346",15
"347",15
"348",15
"349",15
"350",15
"351",15
"352",15
"353",15
"354",15
"355",15
"356",15
"357",15
"358",15
"359",15
"360",15
"361",15
"362",15
"363",15
"364",15
"365",15
"366",15
"367",15
"368",15
"369",15
"370",15
"371",15
"372",15
"373",15
"374",15
"375",15
"376",15
"377",15
"378",15
"379",5
"380",5
"381",5
"382",5
"383",5
"384",5
"385",5
"386",5
"387",5
"388",5
"389",5
"390",5
"391",5
"392",16
"393",16
"394",16
"395",16
"396",16
"397",16
"398",16
"399",16
"400",16
"401",16
"402",16
"403",16
"404",16
"405",16
"406",16
"407",16
"408",16
"409",16
"410",16
"411",16
"412",16
"413",16
"414",16
"415",16
"416",16
"417",16
"418",16
"419",16
"420",16
"421",16
"422",16
"423",17
"424",17
"425",17
"426",17
"427",17
"428",17
"429",17
"430",17
"431",17
"432",17
"433",17
"434",17
"435",17
"436",17
"437",17
"438",17
"439",17
"440",17
"441",17
"442",17
"443",17
"444",17
"445",17
"446",17
"447",17
"448",17
"449",17
"450",17
"451",17
"452",17
"453",17
"454",17
"455",17
"456",17
"457",18
"458",18
"459",18
"460",18
"461",18
"462",18
"463",18
"464",18
"465",18
"466",18
"467",18
"468",18
"469",18
"470",18
"471",18
"472",18
"473",18
"474",18
"475",18
"476",18
"477",18
"478",18
"479",18
"480",18
"481",18
