"","x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",1
"24",1
"25",1
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",3
"41",3
"42",3
"43",3
"44",3
"45",3
"46",3
"47",3
"48",3
"49",3
"50",3
"51",3
"52",3
"53",3
"54",3
"55",3
"56",3
"57",3
"58",3
"59",3
"60",3
"61",3
"62",3
"63",3
"64",3
"65",3
"66",3
"67",3
"68",3
"69",3
"70",3
"71",4
"72",4
"73",4
"74",4
"75",4
"76",4
"77",4
"78",4
"79",4
"80",4
"81",4
"82",4
"83",4
"84",4
"85",4
"86",4
"87",4
"88",4
"89",4
"90",4
"91",4
"92",4
"93",4
"94",4
"95",4
"96",4
"97",4
"98",4
"99",4
"100",4
"101",4
"102",4
"103",4
"104",4
"105",4
"106",4
"107",4
"108",4
"109",4
"110",5
"111",5
"112",5
"113",5
"114",5
"115",5
"116",5
"117",5
"118",5
"119",5
"120",5
"121",5
"122",5
"123",5
"124",5
"125",5
"126",5
"127",5
"128",5
"129",5
"130",5
"131",5
"132",5
"133",5
"134",5
"135",5
"136",5
"137",5
"138",5
"139",5
"140",5
"141",5
"142",5
"143",5
"144",5
"145",5
"146",5
"147",5
"148",6
"149",6
"150",6
"151",6
"152",6
"153",6
"154",6
"155",6
"156",6
"157",6
"158",6
"159",6
"160",6
"161",6
"162",6
"163",6
"164",6
"165",6
"166",6
"167",7
"168",7
"169",7
"170",7
"171",7
"172",7
"173",7
"174",7
"175",7
"176",7
"177",7
"178",7
"179",7
"180",7
"181",7
"182",8
"183",8
"184",8
"185",8
"186",8
"187",8
"188",8
"189",8
"190",8
"191",8
"192",8
"193",8
"194",8
"195",8
"196",8
"197",8
"198",8
"199",8
"200",8
"201",8
"202",8
"203",8
"204",8
"205",9
"206",9
"207",9
"208",9
"209",9
"210",9
"211",9
"212",9
"213",9
"214",9
"215",9
"216",9
"217",9
"218",9
"219",9
"220",9
"221",9
"222",9
"223",9
"224",9
"225",9
"226",9
"227",9
"228",9
"229",9
"230",9
"231",9
"232",9
"233",9
"234",9
"235",9
"236",9
"237",9
"238",9
"239",9
"240",9
"241",9
"242",10
"243",10
"244",10
"245",10
"246",10
"247",10
"248",10
"249",10
"250",10
"251",10
"252",10
"253",10
"254",10
"255",10
"256",10
"257",10
"258",10
"259",10
"260",10
"261",10
"262",10
"263",10
"264",10
"265",11
"266",11
"267",11
"268",11
"269",11
"270",11
"271",11
"272",11
"273",11
"274",11
"275",11
"276",11
"277",11
"278",11
"279",11
"280",11
"281",11
"282",11
"283",11
"284",11
"285",11
"286",11
"287",11
"288",11
"289",11
"290",11
"291",11
"292",11
"293",11
"294",11
"295",11
"296",11
"297",11
"298",11
"299",11
"300",11
"301",11
"302",11
"303",12
"304",12
"305",12
"306",12
"307",12
"308",12
"309",12
"310",12
"311",12
"312",12
"313",12
"314",12
"315",12
"316",12
"317",12
"318",12
"319",12
"320",12
"321",12
"322",12
"323",12
"324",12
"325",12
"326",12
"327",12
"328",12
"329",12
"330",13
"331",13
"332",13
"333",13
"334",13
"335",13
"336",13
"337",13
"338",13
"339",13
"340",13
"341",13
"342",13
"343",13
"344",13
"345",13
"346",13
"347",13
"348",13
"349",13
"350",13
"351",13
"352",14
"353",14
"354",14
"355",14
"356",14
"357",14
"358",14
"359",14
"360",14
"361",14
"362",15
"363",15
"364",15
"365",15
"366",15
"367",15
"368",15
"369",15
"370",15
"371",15
"372",15
"373",15
"374",15
"375",15
"376",15
"377",15
"378",15
"379",15
"380",15
"381",15
"382",15
"383",15
"384",15
"385",15
"386",15
"387",15
"388",15
"389",15
"390",15
"391",15
"392",15
"393",15
"394",15
"395",15
"396",16
"397",16
"398",16
"399",16
"400",16
"401",16
"402",16
"403",16
"404",16
"405",16
"406",16
"407",16
"408",16
"409",16
"410",16
"411",16
"412",16
"413",16
"414",16
"415",16
"416",16
"417",16
"418",16
"419",17
"420",17
"421",17
"422",17
"423",17
"424",17
"425",17
"426",17
"427",17
"428",17
"429",17
"430",17
"431",17
"432",17
"433",17
"434",17
"435",17
"436",17
"437",17
"438",17
"439",17
"440",17
"441",17
"442",17
"443",17
"444",17
"445",17
"446",17
"447",17
"448",17
"449",17
"450",17
"451",18
"452",18
"453",18
"454",18
"455",18
"456",18
"457",18
"458",18
"459",18
"460",18
"461",18
"462",18
"463",18
"464",18
"465",18
"466",18
"467",18
"468",18
"469",18
"470",18
"471",18
"472",18
"473",18
"474",18
"475",18
"476",18
"477",18
"478",18
"479",18
"480",19
"481",19
